""	"logFC"	"Fold Change"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"
"hsa-miR-424-5p"	-151.990337787674	-5.67088349683194e+45	-213.661191179127	-2.29315135382943	0.056849056259661	0.156283964699498
"hsa-miR-328-3p"	14.8245258442756	29015.2923413208	16.3153791929058	2.28994393538925	0.0571142087454333	0.156452136099098
"hsa-miR-643"	59.0484772688409	596160031555464448	32.6564065210076	2.28679307730802	0.0573759142046228	0.156609701761372
"hsa-miR-23a-5p"	10.5134790914278	1461.74819187976	10.2082392082573	2.28089097565352	0.0578694299705604	0.157396641090141
"hsa-miR-196b-5p"	13.9812664660909	16172.6274998041	15.690671860791	2.26762899018354	0.0589942026941499	0.159846143113799
"hsa-miR-100-3p"	22.1856377137326	4770264.10949292	28.4695852434329	2.26538352380249	0.05918683786743	0.159846143113799
"hsa-miR-511-5p"	39.6793408898118	880383340921.82	47.0606795349622	2.26157707254112	0.0595148517687205	0.160168039672311
"hsa-miR-573"	10.6520834058183	1609.15034046271	10.7977539286766	2.25147621796471	0.0603942713068517	0.161966454868375
"hsa-miR-146a-3p"	13.254970207147	9775.60453046406	14.8837286927962	2.24433633944843	0.061023859467257	0.163084669726084
"ebv-miR-BART10-5p"	12.8099022214844	7180.66738349737	13.2205881673348	2.23693706530542	0.06168336098203	0.164274784282004
"hsa-miR-550a-3p&hsa-miR-550a-5p"	-236.969912302079	-2.16297586143427e+71	-263.138558961762	-2.20094085539681	0.064996408434614	0.172499118579062
"hsa-miR-212-3p"	-73.1218270089256	-1.02769269010994e+22	-98.5949584340776	-2.19420151536307	0.0656364483365479	0.173168897967367
"hsa-miR-486-5p"	-66.8717859438661	-1.35024765816516e+20	-59.5817037779949	-2.19141095315873	0.0659033334870408	0.173168897967367
"hsa-miR-193a-3p"	-77.8161441438326	-2.66068544710825e+23	-47.5270109858889	-2.18903630240709	0.0661313057344726	0.173168897967367
"hsa-miR-206"	10.3867455509241	1338.81931163234	6.74269680634622	2.18882246577706	0.0661518736694112	0.173168897967367
"hsa-miR-577"	228.362573715128	5.54606014816684e+68	248.521454953511	2.17747563421994	0.0672525978537049	0.174513769916999
