""	"logFC"	"Fold Change"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"
"hsa-miR-431-3p"	16.1894077295698	74730.4054683211	18.0682987835126	2.48085007170974	0.0433388769458226	0.14906241532487
"hsa-miR-217-5p"	-24.9235146576213	-31821856.2324973	-22.4304226311168	-2.4715220079231	0.0439249522211249	0.150403742650013
"hsa-miR-107"	-461.130961474414	-6.52005610986359e+138	-452.270359319961	-2.46774753605254	0.0441644247406286	0.150551616782499
"hsa-miR-598-3p"	-97.7889380134199	-2.73781176968138e+29	-83.432766901006	-2.45745748182561	0.0448241634376657	0.152124483879157
"hsa-miR-510-5p"	-108.744787421975	-5.43804611504919e+32	-105.821279018866	-2.44391762176189	0.0457078150601949	0.154323754571716
"hsa-miR-208a-3p"	-51.7104821730296	-3684734700895775	-62.8536964875529	-2.4366725396727	0.0461880211633136	0.154323754571716
"hsa-miR-582-3p"	-30.8194032453672	-1894806323.05754	-21.6490884510621	-2.43121021980006	0.0465535063401125	0.154323754571716
"hsa-miR-149-5p"	-216.293211321197	-1.29045975864891e+65	-218.576184955105	-2.43001884961718	0.0466336168613267	0.154323754571716
"hsa-miR-615-3p"	-38.2018409599751	-316154973759.971	-32.5701301643237	-2.42609656107918	0.0468983669802564	0.154323754571716
"hsa-miR-363-3p"	-88.8681374786746	-5.64904507224358e+26	-57.7274113518242	-2.42486498688203	0.0469818162966041	0.154323754571716
"hsa-miR-200c-3p"	-31.5724557812322	-3193421367.8925	-35.707496785974	-2.4241498070762	0.0470303458967569	0.154323754571716
"ebv-miR-BART2-3p"	-633.170366289177	-4.01118431688191e+190	-465.674960191151	-2.41889429032679	0.0473885560880618	0.154323754571716
"hsa-miR-9-3p"	-2251.7586046954	-Inf	-1790.55356573946	-2.41717618548576	0.0475062692852373	0.154323754571716
"hsa-miR-149-3p"	-222.589702060849	-1.01432480516679e+67	-196.4381123031	-2.4157081345039	0.0476070891993055	0.154323754571716
"kshv-miR-K12-5-3p"	-30.1100952435686	-1158888999.96624	-30.8354517112842	-2.41456951987472	0.0476854365495395	0.154323754571716
"hsa-miR-495-3p"	-141.294854239294	-3.41971063499798e+42	-90.4087285826611	-2.40462817677451	0.0483751628708336	0.155132946061261
"hsa-miR-493-5p"	13.8690466183205	14962.3236032953	11.7505169259085	2.40275932578011	0.0485059660537605	0.155132946061261
"hsa-miR-151a-5p"	-175.659593609726	-7.56496116106407e+52	-288.337836751232	-2.40224181372963	0.0485422517010465	0.155132946061261
"hsa-miR-576-3p"	-396.378631612158	-2.0982525302899e+119	-242.503519403501	-2.39667242823803	0.0489345253027883	0.155529270854607
"hsa-miR-574-3p"	-102.823182081018	-8.97143791445282e+30	-86.4836363266669	-2.3938688711074	0.0491332238138755	0.155529270854607
"hsa-miR-423-3p"	-73.8077511276876	-1.6532822456085e+22	-121.277382434484	-2.39112974403911	0.0493281576995438	0.155529270854607
"hsa-miR-502-3p"	-17.4296792786543	-176545.347740482	-17.8315948773278	-2.38904060275865	0.0494773690854291	0.155529270854607
"ebv-miR-BART10-5p"	13.6312741131853	12688.85361543	13.2205881673348	2.38036963779332	0.0501016477045098	0.156496722341301
"hsa-miR-106b-5p"	-304.455958058477	-4.47070212150159e+91	-484.849327986897	-2.37423494730776	0.0505482093377388	0.156496722341301
"hsa-miR-377-3p"	-315.475150078128	-9.27861297698252e+94	-293.181042340402	-2.37279270992753	0.0506537863569021	0.156496722341301
"hsa-miR-371a-3p"	13.9131944645412	15427.2625029286	12.7851760263078	2.3660483929243	0.0511505089789138	0.156496722341301
"hsa-miR-142-3p"	-64.8373351303794	-32959659251679559680	-67.7202945787535	-2.36560210575748	0.0511835541882917	0.156496722341301
"hsa-miR-27a-5p"	9.6393932300188	797.52903354561	8.4163411632757	2.36521848858006	0.0512119765317931	0.156496722341301
"hsa-miR-373-3p"	16.4495773806635	89498.5929409819	18.9543625753288	2.36519929039796	0.0512133993581052	0.156496722341301
"hsa-miR-329-3p"	-196.763423650266	-1.70487510159452e+59	-161.51405350622	-2.35705403906364	0.0518207401876926	0.157024757360251
"hsa-miR-15b-5p"	-89.7458059331326	-1.03795749897189e+27	-102.657935335895	-2.35556453557967	0.0519326000732477	0.157024757360251
"hsa-miR-122-5p"	13.1246242061636	8931.11266283927	18.336892776898	2.35466364583454	0.0520003759706697	0.157024757360251
"hsa-miR-139-5p"	-86.1035741958513	-8.31301505143393e+25	-48.0435234680916	-2.35119655188612	0.0522620605561331	0.157196080182565
"hsa-miR-30e-3p"	-116.413692943564	-1.10665813800742e+35	-69.9060000695966	-2.34231560077982	0.0529385414521703	0.158521454580145
"hsa-miR-675-5p"	-74.4294585402309	-2.54389734255753e+22	-93.5597656101232	-2.33766944300724	0.053296018058563	0.158521454580145
"hsa-miR-129-2-3p"	-1193.96883112392	-Inf	-961.096428105588	-2.33732352509259	0.0533227317883668	0.158521454580145
