21447	1823
21448	2120
21449	1859
21450	1870
21451	1860
21452	2119
21453	1917
21454	1917
21455	1917
21456	2121
21457	1917
21458	1917
21459	2052
21460	2053
21461	1953
21462	1953
21463	1908
21464	1908
21465	2054
21466	2056
21467	2085
21468	2087
21469	1981
21470	1981
21472	2089
21474	2090
21475	2101
21477	2116
21478	2115
21479	2114
21481	2113
21482	2113
21484	2111
21485	2098
21486	2097
21487	2096
21488	2095
21489	2094
21490	2092
21492	2091
21494	1835
21495	2077
21496	1975
21497	1975
21498	2070
21499	2069
21500	2068
21501	2066
21502	1973
21503	2040
21504	1823
21505	1823
21506	1823
21507	1823
21508	1823
21509	1823
21510	1823
21511	1823
21512	1823
21513	1827
21514	1827
21515	1822
21516	1822
21517	1832
21518	1832
21519	1832
21520	1822
21521	1881
21522	1874
21523	1848
21524	1862
21525	1862
21526	1834
21527	1864
21528	1864
21529	1857
21530	1878
21531	1830
21532	1826
21533	1885
21534	1890
21535	1891
21536	1834
21537	1834
21538	1822
21539	1919
21540	1893
21541	1823
21542	1846
21543	1846
21544	1867
21545	1830
21546	1830
21547	1845
21548	1845
21549	1895
21550	1895
21551	1822
21552	1845
21553	1827
21554	1859
21555	1870
21556	1870
21557	1870
21558	1870
21559	1961
21560	2122
21561	2126
21562	1940
21563	1940
21564	1940
21565	1843
21566	1840
21567	1835
21568	1854
21569	2071
21570	2001
21571	1870
21572	1870
21573	1870
21574	2002
21575	1823
21576	1823
21577	1859
21578	1827
21579	1848
21580	1857
21581	1830
21582	1826
21583	1826
21584	1846
21585	1846
21586	1867
21587	1842
21588	1838
21589	1838
21590	1936
21591	1901
21592	1869
21593	1855
21594	1835
21595	1886
21596	1850
21597	1933
21598	1849
21599	1920
21600	1927
21601	1896
21602	1906
21603	1840
21604	1905
21605	1914
21606	1900
21607	1924
21608	2093
21609	2017
21610	1878
21611	1877
21612	1871
21613	1839
21614	1978
21615	1829
21616	1829
21617	1829
21618	1829
21619	1829
21620	1829
21621	1829
21622	1829
21623	1829
21624	1829
21625	2112
21626	1831
21627	1853
21628	1853
21629	1853
21630	2269
21631	1948
21632	1948
21634	1866
21635	1866
21636	1825
21637	1825
21638	1825
21639	1825
21640	1825
21641	1825
21642	1825
21643	1825
21644	1825
21645	1844
21646	1844
21647	1902
21648	1902
21649	1858
21650	1851
21651	1851
21652	1856
21653	1856
21655	1831
21656	1854
21657	1894
21658	1828
21659	1937
21660	1887
21661	1880
21662	2022
21663	1930
21664	1899
21665	1934
21666	1862
21667	1897
21668	2014
21669	1884
21670	1903
21671	1876
21672	1827
21673	1852
21674	1944
21675	1911
21676	1861
21677	1861
21678	1840
21680	1942
21681	1929
21682	1863
21683	1879
21684	1859
21685	2060
21686	1998
21687	1894
21688	1877
21689	1826
21690	1826
21691	1916
21692	1915
21693	1826
21694	1938
21695	1926
21696	1843
21697	1843
21698	1843
21699	1854
21700	1854
21701	1860
21702	1828
21703	1828
21704	1828
21705	1937
21706	1887
21707	1899
21708	1852
21709	1861
21710	1861
21711	1929
21712	1863
21713	1879
21714	1907
21715	1863
21716	1886
21717	1828
21718	1883
21719	1884
21720	1875
21721	1898
21722	1847
21723	1847
21724	1865
21725	1939
21726	1872
21727	1872
21728	1888
21729	1909
21730	1842
21731	2110
21733	2123
21734	2124
21735	2128
21736	2129
21737	2131
21738	2182
21739	2051
21742	1956
21743	1956
21744	2062
21745	2067
21746	2181
21748	2075
21749	2076
21750	2079
21752	2081
21753	2082
21754	2102
21755	2103
21756	2104
21757	2105
21758	2127
21759	2183
21763	2117
21767	1840
21768	1943
21771	2100
21773	2099
21774	2100
21779	1880
21780	2083
21781	2007
21782	1834
21783	1865
21784	1945
21785	1977
21786	1976
21787	1850
21788	2004
21789	1891
21790	2059
21791	1908
21792	1971
21793	1996
21794	2047
21795	1908
21796	1860
21797	1842
21798	1835
21799	1945
21800	1907
21801	1830
21802	1846
21803	1834
21804	2044
21805	2043
21806	1973
21807	1943
21808	2042
21809	2041
21810	1974
21811	1889
21812	1889
21813	1889
21814	1889
21815	1889
21816	1889
21817	1980
21818	2024
21819	2024
21820	2025
21821	2006
21822	1839
21823	1855
21824	1892
21825	1860
21826	1860
21827	1823
21828	1822
21829	1822
21830	1855
21832	1885
21833	2125
21834	1979
21835	1835
21836	2130
21837	1835
21838	1823
21839	1838
21840	2111
21841	1992
21842	1885
21843	1961
21844	2379
21845	2379
21846	2385
21847	2379
21848	2065
21849	1962
21850	2073
21851	1965
21852	2078
21853	1870
21854	1972
21855	1823
21856	1823
21857	1859
21858	1827
21859	1848
21860	1857
21861	1826
21862	1916
21863	1842
21864	1842
21865	1842
21866	1838
21867	1869
21868	1855
21869	1886
21870	1850
21871	1850
21872	1849
21873	1849
21874	1927
21875	1896
21876	1906
21877	1840
21878	1905
21879	1915
21880	1914
21881	1900
21882	1877
21883	1871
21884	1871
21885	2014
21886	1835
21887	1835
21888	1835
21889	1838
21890	1838
21891	1936
21892	1901
21893	1894
21894	1933
21895	1920
21896	1896
21897	1924
21898	2093
21899	2017
21900	1839
21901	1880
21902	2022
21903	1930
21904	1934
21905	1897
21906	1903
21907	1876
21908	1827
21909	1859
21910	1823
21911	2120
21912	1859
21913	1860
21914	2052
21915	2053
21916	1953
21917	1953
21918	1953
21919	1908
21920	1908
21921	2054
21922	2056
21923	2085
21924	1981
21925	2090
21926	2101
21927	2116
21928	2111
21929	2097
21930	2095
21931	2094
21932	2092
21933	2091
21934	1835
21935	2077
21936	1975
21937	1975
21938	2068
21939	2066
21940	1973
21941	2040
21942	1842
21943	2110
21944	2123
21945	2128
21946	2129
21947	2131
21948	2051
21949	2067
21950	2075
21951	2076
21952	2081
21953	2102
21954	2103
21955	2104
21956	2117
21957	2099
21958	1984
21959	1831
21960	1831
21961	1832
21962	1826
21963	1826
21964	1826
21965	1877
21966	1884
21967	1852
21968	1852
21969	1840
21970	1998
21971	1823
21972	1823
21973	1823
21974	1823
21975	1823
21976	1823
21977	1823
21978	1823
21979	1827
21980	1827
21981	1827
21982	1822
21983	1822
21984	1881
21985	1874
21986	1848
21987	1862
21988	1864
21989	1864
21990	1830
21991	1830
21992	1857
21993	1885
21994	1834
21995	1822
21996	1893
21997	1860
21998	1894
21999	1823
22000	1845
22001	1845
22002	1985
22003	1985
22004	1839
22005	1839
22006	1855
22007	1986
22008	1986
22009	1968
22010	1968
22011	1964
22012	1964
22013	2252
22014	1823
22015	2023
22016	2023
22017	1931
22018	1931
22019	2020
22020	2020
22021	2019
22022	2019
22023	1906
22024	2016
22026	2015
22027	2015
22028	1877
22029	1877
22030	1918
22031	1918
22032	2013
22033	2013
22034	2011
22035	2011
22036	2088
22037	2088
22038	2010
22039	2010
22040	2226
22041	2086
22042	2086
22043	2009
22044	2009
22045	2008
22046	2008
22049	1894
22050	1822
22051	2064
22052	2064
22053	1843
22054	2063
22055	2063
22057	1849
22058	1849
22059	1878
22060	1867
22061	1867
22062	1840
22063	1859
22064	1859
22065	1829
22066	1829
22067	1829
22068	1829
22069	1829
22070	1829
22071	1829
22072	1829
22073	1829
22074	1829
22075	1853
22076	1853
22077	1853
22078	1853
22079	1990
22080	1866
22081	1866
22082	1825
22083	1825
22084	1825
22085	1825
22086	1825
22087	1825
22088	1844
22089	1844
22090	1844
22091	1858
22092	1851
