65119	75697	54	74
65120	75698	54	75
65121	75698	53	74
65122	75700	16	38
65122	75701	58	79
65123	75702	16	38
65123	75703	55	76
65124	75702	16	38
65124	75703	53	74
65125	75702	16	38
65125	75703	55	76
65126	75708	15	38
65126	75709	53	74
65127	75670	17	38
65127	75711	54	75
65128	75712	15	35
65128	75713	52	73
65129	75714	23	44
65129	75715	57	78
65130	75415	15	35
65130	75717	57	78
65131	75718	8	29
65132	75719	15	37
65132	75720	49	70
65133	75683	23	45
65133	75722	63	84
65134	75723	21	42
65134	75724	57	78
65135	75725	15	37
65135	75726	56	76
65136	75727	16	37
65136	75728	51	72
65137	75729	15	36
65137	75730	51	72
65138	75731	53	74
65139	75732	15	36
65139	75733	50	71
65140	75734	15	36
65140	75735	54	75
65141	75736	15	35
65141	75737	54	74
65142	75738	15	36
65143	75739	21	42
65143	75740	55	76
65144	75741	15	36
65145	75742	15	35
65145	75743	53	74
65146	75744	53	74
65147	75745	13	34
65148	75746	21	41
65149	75747	56	76
65150	75748	18	39
65151	75749	61	80
65152	75750	57	79
65153	75751	61	81
65154	75752	55	75
65155	75752	55	75
65156	75754	58	79
65157	75755	57	78
65158	75756	18	40
65159	75757	61	82
65160	75758	18	41
65161	75759	19	42
65162	75760	15	38
65163	75761	59	80
65164	75762	46	68
65165	75763	59	82
65166	75764	11	29
65167	75765	56	78
65168	75766	54	75
65169	75767	57	78
65170	75768	61	82
65171	75769	57	78
65172	75770	61	83
65173	75771	57	78
65174	75772	59	80
65175	75773	50	73
65176	75774	16	38
65177	75775	61	80
65178	75776	58	79
65179	75777	61	81
65180	75778	17	39
65181	75779	59	81
65182	75780	57	79
65183	75781	60	82
65184	75782	59	79
65185	75783	61	83
65186	75784	14	34
65187	75785	18	41
65188	75786	53	74
65189	75787	61	83
65190	75788	56	77
65191	75789	17	40
65192	75790	17	39
65193	75791	17	37
65194	75792	7	31
65195	75793	42	63
65196	75794	154	174
65197	75795	152	172
65198	75796	11	34
65198	75797	54	76
65199	75798	17	39
65199	75799	56	77
65200	75798	14	36
65200	75801	54	75
65201	75802	12	33
65201	75803	52	73
65202	75804	23	44
65202	75805	61	82
65203	75806	14	34
65203	75807	57	78
65204	75808	24	45
65204	75809	62	83
65205	75808	16	37
65205	75811	52	73
65206	75812	16	37
65206	75813	54	75
65207	75814	15	36
65207	75815	50	71
65208	75816	13	34
65208	75817	64	85
65209	75816	17	38
65209	75819	62	82
65210	75820	7	28
65210	75821	61	82
65211	75822	16	37
65211	75823	61	82
65212	75822	14	35
65212	75825	62	83
65213	75826	15	36
65213	75827	60	81
65214	75828	8	29
65214	75829	64	85
65215	75828	8	29
65215	75831	58	78
65216	75832	15	36
65216	75833	52	73
65217	75834	16	37
65217	75835	58	79
65218	75834	17	38
65218	75837	59	80
65219	75838	17	39
65219	75839	58	79
65220	75840	27	49
65220	75841	63	84
65221	75842	18	39
65221	75843	56	77
65222	75844	19	40
65222	75845	57	78
65223	75846	10	31
65223	75847	46	66
65224	75848	25	46
65224	75379	61	82
65225	75850	16	37
65225	75851	55	76
65226	75852	15	35
65226	75853	51	72
65227	75854	16	37
65227	75855	54	75
65228	75856	16	37
65228	75857	54	75
65229	75858	14	35
65229	75859	56	76
65230	75860	28	49
65230	75861	64	86
65231	75862	16	37
65231	75863	55	75
65232	75864	15	37
65232	75865	54	75
65233	75866	24	46
65233	75867	66	87
65234	75868	20	41
65234	75869	64	84
65235	75361	15	35
65235	75871	57	78
65236	75872	16	37
65236	75873	74	95
65237	75874	15	37
65237	75875	52	74
65238	75875	52	74
65238	75876	15	37
65239	75878	23	44
65239	75879	61	80
65240	75880	23	44
65240	75881	61	81
65241	75882	16	37
65241	75883	51	71
65242	75884	16	37
65242	75885	51	71
65243	75886	24	44
65243	75887	61	83
65244	75888	16	38
65244	75889	51	72
65245	75890	18	40
65245	75891	53	72
65246	75892	16	38
65246	75893	54	75
65247	75894	16	38
65247	75895	54	75
65248	75896	20	43
65248	75897	60	80
65249	75898	20	39
65249	75899	60	80
65250	75900	16	34
65251	75901	14	35
65251	75902	68	89
65252	75903	8	26
65252	75904	48	69
65253	75905	21	42
65253	75906	61	82
65254	75907	23	46
65254	75908	61	82
65255	75909	23	44
65255	75910	61	82
65256	75911	21	42
65256	75912	60	82
65257	75913	22	43
65257	75914	61	83
65258	75915	7	25
65258	75916	61	81
65259	75917	26	47
65259	75918	61	81
65260	75919	22	43
65260	75920	61	81
65261	75921	16	38
65262	75922	16	36
65262	75923	52	75
65263	75924	29	49
65263	75925	60	82
65264	75926	30	51
65264	75927	62	83
65265	75928	24	45
65265	75929	61	82
65266	75930	24	47
65266	75931	61	82
65267	75932	6	27
65267	75933	41	63
65268	75934	26	47
65268	75935	61	82
65269	75936	16	38
65269	75937	51	73
65270	75938	16	38
65270	75939	51	73
65271	75940	19	40
65271	75941	61	83
65272	75942	19	40
65272	75943	61	82
65273	75944	57	77
65274	75945	22	42
65274	75946	57	77
65275	75947	19	40
65275	75948	61	83
65276	75949	19	40
65276	75950	61	83
65277	75951	61	80
65278	75952	21	39
65278	75953	59	81
65279	75954	21	46
65279	75955	61	83
65280	75956	16	36
65280	75957	54	75
65281	75958	17	38
65281	75959	55	76
65282	75960	16	38
65283	75961	16	38
65283	75962	54	75
65284	75963	61	79
65285	75964	61	82
65286	75965	19	39
65286	75966	61	82
65287	75967	16	38
65287	75968	52	72
65288	75969	61	84
65289	75970	24	42
65289	75971	61	82
65290	75973	60	81
65290	76293	19	41
65291	75974	16	40
65291	75975	56	76
65292	75976	16	39
65292	75977	58	78
65293	75978	61	81
65294	75979	16	38
65294	75980	55	76
65295	75981	16	38
65295	75982	55	76
65296	75983	16	36
65296	75984	51	71
65297	75985	24	45
65297	75986	61	81
65298	75987	24	46
65298	75988	60	78
65299	75989	5	26
65299	75990	44	66
65300	75653	46	67
65301	75992	8	30
65301	75241	47	68
65302	75994	7	26
65303	75995	43	62
65303	98431	110	130
65304	75996	29	48
65304	98432	100	121
65305	75997	20	39
65306	75998	10	29
65307	75999	4	23
65307	98433	164	185
65308	76000	4	23
65308	98434	94	115
65310	76002	3	22
65311	76003	42	61
65311	98436	108	129
65312	76004	4	24
65312	98437	67	87
65313	76005	30	50
65313	98438	93	113
65314	76006	7	27
65314	98439	75	95
65315	76007	8	28
65315	98440	119	139
65316	76008	143	163
65317	76009	17	37
65318	76010	9	29
65319	76011	110	130
65319	98441	22	42
65320	76012	168	188
65320	98442	22	42
65321	76013	91	111
65321	98443	12	31
65322	76014	91	111
65322	98444	21	41
65323	76015	108	128
65323	98445	12	32
65324	76016	72	92
65325	76017	14	34
65325	76018	110	131
65326	76019	18	38
65327	76020	17	37
65327	98446	123	145
65328	76021	38	58
65329	76022	67	87
65330	76023	4	27
65330	76024	43	64
65331	75445	16	38
65332	76026	15	37
65332	76027	52	74
65333	76028	22	44
65333	76029	63	84
65334	76030	14	36
65334	76031	51	72
65335	76032	13	34
65335	76033	49	71
65336	76034	14	35
65336	76035	52	73
65337	76036	14	35
65337	76037	54	75
65338	76038	6	27
65338	76039	47	67
65339	76040	13	34
65339	76041	47	68
65340	76042	7	28
65340	76043	43	64
65341	76044	5	26
65341	76045	45	67
65342	76046	28	49
65342	76047	66	87
65343	76048	16	38
65343	76049	56	77
65344	75363	14	36
65344	76051	54	75
65345	76052	30	51
65345	76053	71	92
65346	76054	7	28
65346	76055	47	68
65347	76056	25	45
65347	76057	64	85
65348	76056	25	45
65348	76059	67	88
65349	76060	21	41
65349	76061	62	83
65350	76062	26	48
65350	76063	68	89
65351	76064	16	37
65351	76065	48	69
65352	75850	14	35
65352	76067	52	73
65353	76068	6	26
65353	76069	46	67
65354	76070	26	47
65354	76071	63	83
65355	76072	20	45
65355	76073	60	82
65356	76074	11	31
65356	76075	49	71
65357	76076	8	28
65357	76077	55	76
65358	76078	11	35
65358	75249	52	74
65359	75395	31	53
65359	75396	70	91
65360	76082	26	48
65360	76083	65	86
65361	75282	23	45
65361	76085	62	82
65362	75260	14	35
65362	75261	53	72
65363	75260	25	46
65363	75261	62	81
65364	75797	54	76
65364	76090	16	38
65365	76092	11	33
65365	75863	50	70
65366	75274	16	38
65366	75275	55	76
65367	75274	16	38
65367	75275	55	76
65368	75288	23	45
65368	76099	61	82
65369	76100	12	35
65369	76101	52	72
65370	76102	17	38
65370	76103	56	77
65371	75264	15	36
65371	76105	55	76
65372	76106	11	33
65372	75271	48	68
65373	75672	52	72
65374	76109	24	46
65374	76110	66	87
65375	76109	19	41
65375	76112	59	80
65376	76113	30	53
65376	76114	68	89
65377	76115	34	56
65377	76116	71	93
65378	75741	15	36
65378	76118	51	72
65379	75388	16	37
65379	76120	52	73
65380	76121	12	32
65380	76122	52	73
65381	76123	16	37
65381	76124	54	75
65382	75419	17	39
65382	76126	56	77
65383	76127	16	37
65383	76128	54	75
65384	76129	6	28
65384	76130	44	66
65385	75197	49	69
65386	75478	19	39
65386	76133	62	83
65387	76060	19	39
65387	96341	62	83
65388	76136	13	35
65388	76137	50	71
65389	76138	13	35
65389	76139	46	67
65390	76140	7	28
65390	76141	39	60
65391	76142	51	73
65391	96342	14	35
65392	76143	7	28
65392	76144	45	66
65393	76145	14	34
65393	76146	48	69
65394	76147	13	33
65394	76148	51	72
65395	76149	17	38
65395	76150	59	80
65396	75164	14	35
65396	76152	52	73
65397	76153	17	35
65399	76155	80	100
65400	76156	23	43
65401	76157	26	46
65402	76158	66	87
65402	93922	25	46
65403	76159	20	42
65403	76160	67	88
65404	76161	62	83
65405	76162	26	46
65405	76163	65	85
65406	76164	6	27
65406	76165	45	67
65407	76166	6	27
65407	76167	43	67
65408	76168	5	28
65408	76169	42	63
65409	76170	5	28
65409	76171	42	63
65410	76172	7	28
65410	76173	50	71
65411	76174	7	28
65411	76175	50	71
65412	76176	56	77
65412	96344	16	38
65413	76177	16	38
65413	76178	56	77
65414	96345	29	50
65414	96346	68	89
65415	76181	11	32
65415	76182	47	69
65416	76183	8	29
65416	76184	43	65
65417	76185	6	27
65417	76186	44	66
65418	76187	6	27
65418	76188	44	65
65419	76189	43	63
65419	98447	5	25
65420	76190	9	30
65420	76191	44	64
65421	76192	48	69
65422	76193	6	25
65422	76194	42	64
65423	76195	42	64
65424	76196	6	27
65424	76197	44	66
65425	76198	12	33
65425	76199	42	63
65426	76200	40	61
65427	76201	7	28
65427	76202	44	64
65428	76203	7	28
65428	76204	45	66
65429	76205	5	26
65429	76206	43	64
65430	76207	6	26
65430	76208	44	65
65431	76209	5	26
65431	76210	40	61
65432	76211	49	70
65432	98448	8	29
65433	76212	11	32
65433	96347	47	67
65434	76213	7	28
65435	76214	5	26
65435	76215	40	61
65436	76216	6	27
65436	76217	44	64
65437	76218	6	27
65437	76219	44	65
65438	76220	5	26
65438	76221	43	63
65439	76222	6	26
65439	76223	43	64
65440	76224	4	25
65440	76225	40	61
65441	76226	8	30
65441	76227	49	70
65442	76228	11	32
65442	76229	49	70
65443	76230	4	25
65443	76231	45	65
65444	76232	49	70
65445	76233	16	37
65445	76234	58	79
65446	76235	18	39
65446	76236	57	79
65447	76237	48	69
65448	76238	19	39
65448	76239	61	83
65449	76240	23	43
65449	76241	61	82
65450	76242	16	37
65450	76243	51	71
65451	76244	60	79
65452	76245	11	31
65452	76246	47	67
65453	76247	16	38
65453	76248	55	76
65454	76249	25	46
65454	76250	63	84
65455	76251	26	47
65455	76252	61	81
65456	76253	16	37
65456	76254	50	72
65457	76255	6	27
65457	76256	42	63
65458	76257	15	37
65458	76258	50	72
65459	76259	16	38
65459	76260	52	73
65460	76261	16	38
65460	76262	56	77
65461	76263	50	70
65462	76264	68	89
65462	93923	31	51
65463	75278	23	43
65463	75279	59	80
65464	76267	29	50
65464	76268	66	87
65465	76269	66	87
65466	76100	16	39
65466	76271	54	75
65467	76272	16	38
65468	76273	18	39
65468	96351	54	75
65469	76274	20	42
65470	76275	13	34
65470	76276	64	85
65471	76275	17	38
65471	76278	62	83
65472	76279	7	28
65472	76280	61	82
65473	76281	16	37
65473	76282	61	82
65474	76281	14	35
65474	76284	62	83
65475	76285	15	36
65475	76286	60	81
65476	76288	64	84
65476	76289	8	29
65477	76289	8	29
65477	76290	58	78
65478	76291	6	27
65478	76292	62	83
65479	76293	19	41
65479	76294	57	78
65480	76295	29	51
65481	76298	16	38
