""	"logFC"	"Fold Change"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"
"ebv-miR-BART14-5p"	101.855747150446	4.58812374952435e+30	104.674523345767	42.0377577257844	5.17328066806213e-15	8.66999606099009e-14
"hsa-miR-15a-5p"	1388.94980151209	Inf	1375.51691166463	42.0207608846014	5.19973688142822e-15	8.66999606099009e-14
"hsa-miR-506-3p"	110.590020950284	1.95395036381427e+33	105.08663019966	41.5731563161912	5.95170632525024e-15	9.61187890366918e-14
"hsa-miR-542-5p"	106.560912863917	1.19682633643661e+32	103.026871891551	41.5381595904056	6.01525668026233e-15	9.61187890366918e-14
"hsa-miR-615-5p"	99.7214955034732	1.04510844968231e+30	94.6863850495523	41.378600024709	6.31441724537254e-15	9.88399597387906e-14
"hsa-miR-148a-3p"	105.933102834713	7.74535783627877e+31	102.392414635397	41.2872908398689	6.49280043025326e-15	9.88872010920291e-14
"hsa-miR-92b-5p"	92.9123990202254	9.32006785351082e+27	84.1745066728486	41.2373335458159	6.592691279931e-15	9.88872010920291e-14
"hsa-miR-218-2-3p"	169.512681668625	1.06758343793584e+51	144.652506075839	41.182512754524	6.70421702318841e-15	9.88872010920291e-14
"hsa-miR-145-3p"	111.766955582655	4.41780105347548e+33	111.781643850722	40.947993925293	7.2048083437961e-15	1.04265811314936e-13
"hsa-miR-372-3p"	97.1498996154864	1.75806067677478e+29	95.1168993310206	40.8171821952956	7.50142394680981e-15	1.06548003096354e-13
"hsa-miR-612"	101.579466269059	3.78849126740956e+30	116.088277473888	40.4962494281184	8.28640069879571e-15	1.15557624290478e-13
"hsa-miR-563"	75.7828060775065	6.49976694520984e+22	77.5484654756837	40.1894498219619	9.12014126736252e-15	1.24913363429769e-13
"hsa-miR-488-5p"	103.875993639931	1.86118659117642e+31	107.197446331376	40.1251856263965	9.30598824195624e-15	1.25222683887376e-13
"hsa-miR-493-5p"	97.2728607587333	1.91447126577913e+29	104.621297859877	39.9708486723919	9.76920836264384e-15	1.29189358864618e-13
"hsa-miR-604"	86.5692085150101	1.14796451557301e+26	84.7190964548414	39.7670043345555	1.04195013403502e-14	1.31598483319244e-13
"ebv-miR-BART13-3p"	290.803135629636	3.47109626018928e+87	290.363882554706	39.7649606694538	1.04262525986828e-14	1.31598483319244e-13
"hsa-miR-500a-3p"	210.965175134452	3.21251937764654e+63	214.002368517073	39.7157548083499	1.05902365842067e-14	1.31598483319244e-13
"hsa-miR-24-1-5p"	417.741486709603	5.65871645309103e+125	435.331761160944	39.7016697176629	1.06376870479702e-14	1.31598483319244e-13
"hsa-miR-194-3p"	121.992090275022	5.28784122706971e+36	120.407452380945	39.5192268700608	1.12734641104485e-14	1.34784145052728e-13
"hsa-miR-532-3p"	135.021776743398	4.42185877102164e+40	125.129640442372	39.5060410588762	1.13209756908037e-14	1.34784145052728e-13
"hsa-miR-502-3p"	141.397603610174	3.67214652239304e+42	135.681361718658	39.4411225655368	1.15580614065275e-14	1.34784145052728e-13
"hsa-miR-892a"	87.5098134165295	2.20332596970343e+26	85.5801176772713	39.4302972416252	1.15981141766363e-14	1.34784145052728e-13
"hsa-miR-374a-3p"	97.3504794102028	2.02029316589499e+29	96.2151269960653	39.2075059365611	1.24565508139992e-14	1.42599619019961e-13
"hsa-miR-186-3p"	130.44678099309	1.85521358893303e+39	114.937263344633	39.1490864435299	1.26928152223124e-14	1.43167489345789e-13
"hsa-miR-641"	90.6152148212294	1.89625930425612e+27	87.5576702440386	39.0184220321462	1.32389308676921e-14	1.4529403512668e-13
"hsa-miR-330-5p"	229.986107295377	1.7089009133861e+69	239.746766604501	38.9756386910463	1.342320826506e-14	1.4529403512668e-13
"hsa-miR-192-5p"	161.131055396696	3.20096486654927e+48	157.439724365449	38.9695532677425	1.34496434080759e-14	1.4529403512668e-13
"hsa-miR-19b-1-5p"	78.2364685579235	3.56060494581858e+23	82.5374130711696	38.7135468076671	1.46142192400635e-14	1.55269648503766e-13
"hsa-miR-218-1-3p"	87.4382091285446	2.09663926503132e+26	83.1289636886179	38.6793272686684	1.47779456854954e-14	1.55269648503766e-13
"hsa-miR-875-5p"	81.2089703269176	2.79470508664286e+24	86.0647674190064	38.5298193641735	1.55168359505481e-14	1.60829907757708e-13
"hsa-miR-182-5p"	110.743621600504	2.17346139275866e+33	105.713261975394	38.3807127473918	1.62935661486847e-14	1.66628869813882e-13
"hsa-miR-345-5p"	147.16185527359	1.99587185938057e+44	139.620109456528	38.3193815584013	1.66251324324071e-14	1.67782586521793e-13
"hsa-miR-431-3p"	103.722500746303	1.67333906463697e+31	110.536765584347	38.1790348548597	1.7411560170991e-14	1.71560262938713e-13
"hsa-miR-371a-3p"	97.5796878042733	2.36817066223254e+29	95.4330311277458	38.1470784041332	1.75961756921654e-14	1.71560262938713e-13
"hsa-miR-135b-3p"	87.2316881570639	1.8169990811324e+26	84.8997762952416	38.1343178318077	1.76704834056823e-14	1.71560262938713e-13
