miRTarBase_ID	miRNA	Species_miRNA	Target_Gene	Target_Gene_Entrez_ID	Species_Target_Gene	Experiments	Support_Type	References_PMID
MIRT003701	rno-miR-200b-3p	Rattus_norvegicus	Zeb1	25705	Rattus_norvegicus	In_situ_hybridization-qRT_PCR-Western_blot	Functional_MTI	22012804
MIRT003702	rno-miR-200a-3p	Rattus_norvegicus	Zeb2	311071	Rattus_norvegicus	Western_blot	Functional_MTI	19167416
MIRT003702	rno-miR-200a-3p	Rattus_norvegicus	Zeb2	311071	Rattus_norvegicus	In_situ_hybridization-qRT_PCR-Western_blot	Functional_MTI	22012804
MIRT003703	rno-miR-200a-3p	Rattus_norvegicus	Zeb1	25705	Rattus_norvegicus	Western_blot	Functional_MTI	19167416
MIRT003703	rno-miR-200a-3p	Rattus_norvegicus	Zeb1	25705	Rattus_norvegicus	Microarray-qRT_PCR-Western_blot	Functional_MTI	21176238
MIRT003703	rno-miR-200a-3p	Rattus_norvegicus	Zeb1	25705	Rattus_norvegicus	In_situ_hybridization-qRT_PCR-Western_blot	Functional_MTI	22012804
MIRT003704	rno-miR-34a-5p	Rattus_norvegicus	Mycn	298894	Rattus_norvegicus	Western_blot	Functional_MTI	19167416
MIRT003705	rno-miR-34a-5p	Rattus_norvegicus	Sirt1	309757	Rattus_norvegicus	Western_blot	Functional_MTI	19167416
MIRT003705	rno-miR-34a-5p	Rattus_norvegicus	Sirt1	309757	Rattus_norvegicus	Immunohistochemistry-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	21216258
MIRT003705	rno-miR-34a-5p	Rattus_norvegicus	Sirt1	309757	Rattus_norvegicus	Immunoblot-qRT_PCR	Functional_MTI_Weak	22902550
MIRT003705	rno-miR-34a-5p	Rattus_norvegicus	Sirt1	309757	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	26446137
MIRT003706	rno-miR-34a-5p	Rattus_norvegicus	E2f3	291105	Rattus_norvegicus	Western_blot	Functional_MTI	19167416
MIRT003706	rno-miR-34a-5p	Rattus_norvegicus	E2f3	291105	Rattus_norvegicus	Western_blot	Functional_MTI	18942116
MIRT003801	rno-miR-338-3p	Rattus_norvegicus	Cox4i1	29445	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	19020050
MIRT003844	rno-miR-450a-5p	Rattus_norvegicus	Hnrnpk	117282	Rattus_norvegicus	Western_blot	Functional_MTI	18230805
MIRT003933	rno-miR-23b-3p	Rattus_norvegicus	Sep-03	56003	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003934	rno-miR-293-5p	Rattus_norvegicus	Tpm1	24851	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003935	rno-let-7a-5p	Rattus_norvegicus	Tagln	25123	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003936	rno-let-7d-3p	Rattus_norvegicus	Sep-03	56003	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003937	rno-miR-382-5p	Rattus_norvegicus	Sep-03	56003	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003938	rno-miR-328a-3p	Rattus_norvegicus	Sep-03	56003	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003939	rno-miR-324-5p	Rattus_norvegicus	Sep-03	56003	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003940	rno-miR-290	Rattus_norvegicus	Sep-03	56003	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003941	rno-miR-181b-5p	Rattus_norvegicus	Sep-03	56003	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003945	rno-miR-23a-3p	Rattus_norvegicus	Sep-03	56003	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003946	rno-miR-1-3p	Rattus_norvegicus	Hspa4	266759	Rattus_norvegicus	qRT_PCR-Western_blot	Functional_MTI	17715156
MIRT003947	rno-miR-1-3p	Rattus_norvegicus	Hspd1	63868	Rattus_norvegicus	qRT_PCR-Western_blot	Functional_MTI	17715156
MIRT003949	rno-miR-134-5p	Rattus_norvegicus	Bdnf	24225	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003950	rno-miR-218a-5p	Rattus_norvegicus	Cntn4	116658	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003951	rno-miR-223-3p	Rattus_norvegicus	Cntn4	116658	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003952	rno-miR-290	Rattus_norvegicus	Cntn4	116658	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003953	rno-miR-409a-3p	Rattus_norvegicus	Cntn4	116658	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003954	rno-miR-290	Rattus_norvegicus	Syne1	499010	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003955	rno-miR-290	Rattus_norvegicus	Dclk1	83825	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003956	rno-miR-290	Rattus_norvegicus	Rcan1	266766	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003957	rno-miR-322-5p	Rattus_norvegicus	Fgf16	60464	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003958	rno-miR-342-3p	Rattus_norvegicus	Kcnj16	29719	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT003992	rno-miR-9a-5p	Rattus_norvegicus	Syt17	192189	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	18667155
MIRT003993	rno-miR-135b-5p	Rattus_norvegicus	Syt17	192189	Rattus_norvegicus	qRT_PCR	Non-Functional_MTI_Weak	18667155
MIRT004013	rno-miR-342-3p	Rattus_norvegicus	Adora1	29290	Rattus_norvegicus	Microarray	Functional_MTI_Weak	18258830
MIRT004033	rno-miR-221-3p	Rattus_norvegicus	Bcl2l11	64547	Rattus_norvegicus	Immunoblot-Luciferase_reporter_assay-qRT_PCR-Reporter_assay	Functional_MTI	19438724
MIRT004034	rno-miR-222-3p	Rattus_norvegicus	Bcl2l11	64547	Rattus_norvegicus	Immunoblot-Luciferase_reporter_assay-qRT_PCR-Reporter_assay	Functional_MTI	19438724
MIRT004319	rno-miR-133b-3p	Rattus_norvegicus	Slc2a4	25139	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	19720047
MIRT004320	rno-miR-133a-3p	Rattus_norvegicus	Slc2a4	25139	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	19720047
MIRT004426	rno-miR-30a-5p	Rattus_norvegicus	Tp53	24842	Rattus_norvegicus	Western_blot-Luciferase_reporter_assay	Functional_MTI	20062521
MIRT004427	rno-miR-30b-5p	Rattus_norvegicus	Tp53	24842	Rattus_norvegicus	Western_blot-Luciferase_reporter_assay	Functional_MTI	20062521
MIRT004512	rno-miR-27a-3p	Rattus_norvegicus	Trim63	140939	Rattus_norvegicus	Luciferase_reporter_assay	Non-Functional_MTI	19574461
MIRT004516	rno-miR-23a-3p	Rattus_norvegicus	Trim63	140939	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	19574461
MIRT004543	rno-miR-18a-5p	Rattus_norvegicus	Myc	24577	Rattus_norvegicus	Western_blot	Functional_MTI	19167416
MIRT004544	rno-miR-18a-5p	Rattus_norvegicus	Prmt5	364382	Rattus_norvegicus	Western_blot	Functional_MTI	19167416
MIRT004553	rno-miR-206-3p	Rattus_norvegicus	Igf1	24482	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR	Functional_MTI	19245789
MIRT004582	rno-miR-190a-5p	Rattus_norvegicus	Neurod1	29458	Rattus_norvegicus	immunoblot-Luciferase_reporter_assay-qRT_PCR	Functional_MTI	19854889
MIRT004599	rno-miR-29a-3p	Rattus_norvegicus	Mcl1	60430	Rattus_norvegicus	Western_blot	Functional_MTI	20164119
MIRT004599	rno-miR-29a-3p	Rattus_norvegicus	Mcl1	60430	Rattus_norvegicus	Flow-In_situ_hybridization-Luciferase_reporter_assay-Microarray-Northern_blot-qRT_PCR-Western_blot	Functional_MTI	24528955
MIRT004600	rno-miR-29c-3p	Rattus_norvegicus	Mcl1	60430	Rattus_norvegicus	Western_blot	Functional_MTI	20164119
MIRT004636	rno-miR-9a-5p	Rattus_norvegicus	Myocd	246297	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Reporter_assay-Western_blot	Functional_MTI	20177053
MIRT004636	rno-miR-9a-5p	Rattus_norvegicus	Myocd	246297	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	26147104
MIRT004647	rno-miR-92a-3p	Rattus_norvegicus	Slc12a5	171373	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	20050974
MIRT004784	rno-miR-132-3p	Rattus_norvegicus	Arhgap32	315530	Rattus_norvegicus	GFP_reporter_assay-Immunocytochemistry-Luciferase_reporter_assay-Northern_blot-qRT_PCR-Western_blot	Functional_MTI	16260724
MIRT004835	rno-miR-134-5p	Rattus_norvegicus	Limk1	65172	Rattus_norvegicus	Luciferase_reporter_assay-Northern_blot-qRT_PCR	Functional_MTI	16421561
MIRT004901	rno-miR-127-3p	Rattus_norvegicus	Bcl6	303836	Rattus_norvegicus	Western_blot	Functional_MTI	18942116
MIRT004902	rno-miR-34a-5p	Rattus_norvegicus	Notch1	25496	Rattus_norvegicus	Western_blot	Functional_MTI	18942116
MIRT004902	rno-miR-34a-5p	Rattus_norvegicus	Notch1	25496	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	27804997
MIRT004967	rno-miR-145-5p	Rattus_norvegicus	Klf5	84410	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot-Reporter_assay-Western_blot-qRT_PCR-Other	Functional_MTI	19542014
MIRT005021	rno-miR-375-3p	Rattus_norvegicus	Pdk1	116551	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	18591395
MIRT005069	rno-miR-1-3p	Rattus_norvegicus	Bcl2	24224	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot-Reporter_assay-Western_blot-qRT_PCR-Other	Functional_MTI	19506341
MIRT005084	rno-miR-15b-5p	Rattus_norvegicus	Bcl2	24224	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	19232449
MIRT005085	rno-miR-16-5p	Rattus_norvegicus	Bcl2	24224	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	19232449
MIRT005290	rno-miR-34a-5p	Rattus_norvegicus	Grm7	81672	Rattus_norvegicus	Western_blot	Functional_MTI	18704095
MIRT005335	rno-miR-140-3p	Rattus_norvegicus	Dnm1	140694	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	18845019
MIRT005423	rno-miR-98-5p	Rattus_norvegicus	Ccnd2	64033	Rattus_norvegicus	Luciferase_reporter_assay-Microarray-Northern_blot-qRT_PCR-Western_blot	Functional_MTI	21183740
MIRT005428	rno-miR-27a-3p	Rattus_norvegicus	Thrb	24831	Rattus_norvegicus	Luciferase_reporter_assay-Northern_blot-Western_blot	Functional_MTI	21149577
MIRT005431	rno-miR-15b-5p	Rattus_norvegicus	Cdc25a	171102	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	18949056
MIRT005433	rno-miR-133a-3p	Rattus_norvegicus	Ctgf	64032	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	20056941
MIRT005444	rno-miR-499-5p	Rattus_norvegicus	Ppp3ca	24674	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	21186368
MIRT005445	rno-miR-499-5p	Rattus_norvegicus	Ppp3cb	24675	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	21186368
MIRT005654	rno-miR-1-3p	Rattus_norvegicus	Arhgap32	315530	Rattus_norvegicus	GFP_reporter_assay-Immunocytochemistry-Luciferase_reporter_assay-Northern_blot-qRT_PCR-Western_blot	Non-Functional_MTI	16260724
MIRT005693	rno-miR-206-3p	Rattus_norvegicus	Tppp	361466	Rattus_norvegicus	Immunoblot-Immunocytochemistry-Luciferase_reporter_assay-Microarray-qRT_PCR	Functional_MTI	19606501
MIRT005719	rno-miR-128-3p	Rattus_norvegicus	Snap25	25012	Rattus_norvegicus	Immunocytochemistry-Luciferase_reporter_assay-Microarray-qRT_PCR-Western_blot	Functional_MTI	18381601
MIRT005720	rno-miR-146a-5p	Rattus_norvegicus	Snap25	25012	Rattus_norvegicus	Western_blot	Non-Functional_MTI	18381601
MIRT005768	rno-miR-21-5p	Rattus_norvegicus	Faslg	25385	Rattus_norvegicus	Immunofluorescence-In_situ_hybridization-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	20840605
MIRT005911	rno-miR-21-5p	Rattus_norvegicus	Tiam1	304109	Rattus_norvegicus	qRT_PCR-Western_blot	Functional_MTI	21162128
MIRT005912	rno-miR-21-5p	Rattus_norvegicus	Peli1	305549	Rattus_norvegicus	qRT_PCR-Western_blot	Functional_MTI	21162128
MIRT005916	rno-miR-335	Rattus_norvegicus	Rasa1	25676	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	20933506
MIRT005941	rno-miR-25-3p	Rattus_norvegicus	Nox4	85431	Rattus_norvegicus	Luciferase_reporter_assay-Microarray-qRT_PCR-Western_blot	Functional_MTI	21071935
MIRT005942	rno-miR-92b-3p	Rattus_norvegicus	Nox4	85431	Rattus_norvegicus	Luciferase_reporter_assay-Microarray-qRT_PCR-Western_blot	Non-Functional_MTI	21071935
MIRT006043	rno-miR-34c-5p	Rattus_norvegicus	p53-ps	301300	Rattus_norvegicus	Microarray-qRT_PCR-Western_blot	Functional_MTI	21176238
MIRT006044	rno-miR-10b-5p	Rattus_norvegicus	Rhoc	295342	Rattus_norvegicus	Microarray-qRT_PCR-Western_blot	Functional_MTI	21176238
MIRT006049	rno-miR-34a-5p	Rattus_norvegicus	Mgst1	171341	Rattus_norvegicus	Immunohistochemistry-In_situ_hybridization-qRT_PCR-Western_blot	Functional_MTI	21216258
MIRT006050	rno-miR-34a-5p	Rattus_norvegicus	Sp1	24790	Rattus_norvegicus	Immunohistochemistry-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	21216258
MIRT006051	rno-miR-93-5p	Rattus_norvegicus	Sp1	24790	Rattus_norvegicus	Immunohistochemistry-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	21216258
MIRT006052	rno-miR-93-5p	Rattus_norvegicus	Sirt1	309757	Rattus_norvegicus	Immunohistochemistry-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	21216258
MIRT006053	rno-miR-93-5p	Rattus_norvegicus	Mgst1	171341	Rattus_norvegicus	Immunohistochemistry-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	21216258
MIRT006302	rno-miR-378a-3p	Rattus_norvegicus	Igf1r	25718	Rattus_norvegicus	Luciferase_reporter_assay-Northern_blot-qRT_PCR-Western_blot	Functional_MTI	22367207
MIRT006318	rno-miR-181a-5p	Rattus_norvegicus	Gria2	29627	Rattus_norvegicus	Immunohistochemistry-Luciferase_reporter_assay-Northern_blot-qRT_PCR-Western_blot	Functional_MTI	22144581
MIRT006328	rno-miR-376b-5p	Rattus_norvegicus	Bdnf	24225	Rattus_norvegicus	Western_blot-Luciferase_reporter_assay	Functional_MTI	22396777
MIRT006334	rno-miR-132-3p	Rattus_norvegicus	Pten	50557	Rattus_norvegicus	Immunoblot-Luciferase_reporter_assay-qRT_PCR	Functional_MTI	22431733
MIRT006335	rno-miR-132-3p	Rattus_norvegicus	Rasa1	25676	Rattus_norvegicus	Immunoblot-Luciferase_reporter_assay-qRT_PCR	Functional_MTI	22431733
MIRT006336	rno-miR-212-3p	Rattus_norvegicus	Rasa1	25676	Rattus_norvegicus	Immunoblot-Luciferase_reporter_assay-qRT_PCR	Functional_MTI	22431733
MIRT006392	rno-miR-1-3p	Rattus_norvegicus	Pax3	114502	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	21730146
MIRT006393	rno-miR-206-3p	Rattus_norvegicus	Pax3	114502	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	21730146
MIRT006505	rno-miR-24-3p	Rattus_norvegicus	Mapk14	81649	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	19499150
MIRT006531	rno-miR-199a-5p	Rattus_norvegicus	Ube2g1	64631	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	20965886
MIRT006532	rno-miR-199a-5p	Rattus_norvegicus	Ube2i	25573	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	20965886
MIRT006569	rno-miR-16-5p	Rattus_norvegicus	Ccnd1	58919	Rattus_norvegicus	qRT_PCR-Luciferase_reporter_assay	Functional_MTI	25583328
MIRT006710	rno-miR-29a-3p	Rattus_norvegicus	Smad4	50554	Rattus_norvegicus	Luciferase_reporter_assay-Microarray-Northern_blot-qRT_PCR-Western_blot	Functional_MTI	22506032
MIRT006783	rno-miR-34c-5p	Rattus_norvegicus	Sipa1	361710	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR	Functional_MTI	22859947
MIRT006921	rno-miR-145-5p	Rattus_norvegicus	Bnip3	84480	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	23028672
MIRT006928	rno-miR-125a-5p	Rattus_norvegicus	Scarb1	25073	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	23045399
MIRT006929	rno-miR-125a-3p	Rattus_norvegicus	Scarb1	25073	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	23045399
MIRT006930	rno-miR-455-5p	Rattus_norvegicus	Scarb1	25073	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	23045399
MIRT006961	rno-miR-146a-5p	Rattus_norvegicus	Smad4	50554	Rattus_norvegicus	qRT_PCR-Western_blot	Functional_MTI	22735812
MIRT006961	rno-miR-146a-5p	Rattus_norvegicus	Smad4	50554	Rattus_norvegicus	Immunocytochemistry-Immunohistochemistry-Luciferase_reporter_assay-Microarray-qRT_PCR-Western_blot	Functional_MTI	28205638
MIRT007175	rno-miR-384-5p	Rattus_norvegicus	Pik3cd	366508	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	23315007
MIRT007262	rno-miR-1-3p	Rattus_norvegicus	Anxa5	25673	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	23436819
MIRT007263	rno-miR-1-3p	Rattus_norvegicus	Slc8a1	29715	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	23436819
MIRT007280	rno-miR-322-5p	Rattus_norvegicus	Ccnd1	58919	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	23447642
MIRT007281	rno-miR-322-5p	Rattus_norvegicus	Calu	64366	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	23447642
MIRT007341	rno-miR-31a-5p	Rattus_norvegicus	Isl1	64444	Rattus_norvegicus	Immunofluorescence-Luciferase_reporter_assay	Functional_MTI	23270756
MIRT007409	rno-miR-1-3p	Rattus_norvegicus	Calm3	24244	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	19188439
MIRT007410	rno-miR-1-3p	Rattus_norvegicus	Gata4	54254	Rattus_norvegicus	Western_blot-qRT_PCR	Functional_MTI	19188439
MIRT007411	rno-miR-1-3p	Rattus_norvegicus	Calm2	50663	Rattus_norvegicus	Reporter_assay-Western_blot-qRT_PCR	Functional_MTI	19188439
MIRT007412	rno-miR-1-3p	Rattus_norvegicus	Mef2a	309957	Rattus_norvegicus	Reporter_assay-Western_blot-qRT_PCR	Functional_MTI	19188439
MIRT007413	rno-miR-1-3p	Rattus_norvegicus	Calm1	24242	Rattus_norvegicus	Reporter_assay-Western_blot-qRT_PCR	Functional_MTI	19188439
MIRT007414	rno-miR-451-5p	Rattus_norvegicus	Celf2	29428	Rattus_norvegicus	Reporter_assay-Western_blot-qRT_PCR	Functional_MTI	20708014
MIRT007415	rno-miR-429	Rattus_norvegicus	Zeb1	25705	Rattus_norvegicus	In_situ_hybridization-qRT_PCR-Western_blot	Functional_MTI	22012804
MIRT007416	rno-miR-429	Rattus_norvegicus	Zeb2	311071	Rattus_norvegicus	In_situ_hybridization-qRT_PCR-Western_blot	Functional_MTI	22012804
MIRT007417	rno-miR-320-3p	Rattus_norvegicus	Igf1	24482	Rattus_norvegicus	Western_blot-qRT_PCR	Functional_MTI	18986336
MIRT007418	rno-miR-320-3p	Rattus_norvegicus	Igf1r	25718	Rattus_norvegicus	Western_blot-qRT_PCR	Functional_MTI	18986336
MIRT007425	rno-miR-214-3p	Rattus_norvegicus	Arl2	65142	Rattus_norvegicus	Reporter_assay	Functional_MTI	20007690
MIRT007426	rno-miR-195-5p	Rattus_norvegicus	Arl2	65142	Rattus_norvegicus	Reporter_assay-qRT_PCR-Other	Functional_MTI	20007690
MIRT007428	rno-miR-146a-5p	Rattus_norvegicus	Klf4	114505	Rattus_norvegicus	Reporter_assay-Western_blot-Other	Functional_MTI	21109779
MIRT007429	rno-miR-145-5p	Rattus_norvegicus	Myocd	246297	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	19542014
MIRT007430	rno-miR-144-3p	Rattus_norvegicus	Celf2	29428	Rattus_norvegicus	Reporter_assay-Western_blot-qRT_PCR	Functional_MTI	20708014
MIRT007431	rno-miR-141-3p	Rattus_norvegicus	Elavl4	432358	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	20584986
MIRT007432	rno-miR-132-3p	Rattus_norvegicus	Grin2a	24409	Rattus_norvegicus	Western_blot	Functional_MTI	19958814
MIRT007435	rno-miR-124-3p	Rattus_norvegicus	Bdnf	24225	Rattus_norvegicus	Western_blot-qRT_PCR	Functional_MTI	19703567
MIRT007438	rno-miR-31a-5p	Rattus_norvegicus	Klf5	84410	Rattus_norvegicus	Reporter_assay	Functional_MTI	19542014
MIRT007442	rno-miR-30c-5p	Rattus_norvegicus	Tp53	24842	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	27221738
MIRT007443	rno-miR-29b-3p	Rattus_norvegicus	Col4a2	306628	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	20194304
MIRT007444	rno-miR-29b-3p	Rattus_norvegicus	Col18a1	85251	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	20194304
MIRT007445	rno-miR-29b-3p	Rattus_norvegicus	Col16a1	366474	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	20194304
MIRT007446	rno-miR-29b-3p	Rattus_norvegicus	Col8a1	304021	Rattus_norvegicus	Reporter_assay	Functional_MTI	20194304
MIRT007447	rno-miR-29b-3p	Rattus_norvegicus	Col12a1	25683	Rattus_norvegicus	Reporter_assay-Other	Functional_MTI	20194304
MIRT007448	rno-miR-29b-3p	Rattus_norvegicus	Col1a1	29393	Rattus_norvegicus	Reporter_assay-Other	Functional_MTI	20194304
MIRT007449	rno-miR-29b-3p	Rattus_norvegicus	Mmp2	81686	Rattus_norvegicus	Reporter_assay-Other	Functional_MTI	20194304
MIRT007449	rno-miR-29b-3p	Rattus_norvegicus	Mmp2	81686	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	28164126
MIRT007450	rno-miR-29b-3p	Rattus_norvegicus	Col5a1	85490	Rattus_norvegicus	Reporter_assay-qRT_PCR-Other	Functional_MTI	20194304
MIRT007451	rno-miR-29b-3p	Rattus_norvegicus	Col7a1	301012	Rattus_norvegicus	Reporter_assay-qRT_PCR-Other	Functional_MTI	20194304
MIRT007452	rno-miR-29b-3p	Rattus_norvegicus	Col3a1	84032	Rattus_norvegicus	Reporter_assay-qRT_PCR-Other	Functional_MTI	20194304
MIRT007453	rno-miR-29b-3p	Rattus_norvegicus	Col5a3	60379	Rattus_norvegicus	Reporter_assay-qRT_PCR-Other	Functional_MTI	20194304
MIRT007454	rno-miR-29b-3p	Rattus_norvegicus	Col4a1	290905	Rattus_norvegicus	Reporter_assay-qRT_PCR-Other	Functional_MTI	20194304
MIRT007455	rno-miR-29b-3p	Rattus_norvegicus	Col5a2	85250	Rattus_norvegicus	Reporter_assay-qRT_PCR-Other	Functional_MTI	20194304
MIRT007456	rno-miR-29b-3p	Rattus_norvegicus	Itgb1	24511	Rattus_norvegicus	Reporter_assay-qRT_PCR-Other	Functional_MTI	20194304
MIRT007460	rno-miR-21-5p	Rattus_norvegicus	Elavl4	432358	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	20584986
MIRT007461	rno-miR-16-5p	Rattus_norvegicus	Arl2	65142	Rattus_norvegicus	Reporter_assay-qRT_PCR-Other	Functional_MTI	20007690
MIRT007462	rno-miR-15b-5p	Rattus_norvegicus	Arl2	65142	Rattus_norvegicus	Reporter_assay-Western_blot-qRT_PCR-Other	Functional_MTI	20007690
MIRT007469	rno-let-7d-5p	Rattus_norvegicus	Bdnf	24225	Rattus_norvegicus	Western_blot-qRT_PCR	Non-Functional_MTI	19703567
MIRT007470	rno-let-7d-5p	Rattus_norvegicus	Th	25085	Rattus_norvegicus	Reporter_assay-qRT_PCR	Functional_MTI	20557304
MIRT052957	rno-miR-143-3p	Rattus_norvegicus	Mapk7	114509	Rattus_norvegicus	Western_blot	Functional_MTI	22374674
MIRT053014	rno-miR-26b-5p	Rattus_norvegicus	Pten	50557	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR	Functional_MTI	22614013
MIRT053015	rno-miR-128-3p	Rattus_norvegicus	Bmi1	307151	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR	Functional_MTI	22614013
MIRT053018	rno-miR-101a-3p	Rattus_norvegicus	Tyr	308800	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	22811578
MIRT053036	rno-miR-101a-3p	Rattus_norvegicus	Sox9	140586	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	23227940
MIRT053128	rno-miR-31a-5p	Rattus_norvegicus	Satb2	501145	Rattus_norvegicus	qRT_PCR-Western_blot	Functional_MTI	23768901
MIRT053130	rno-miR-142-5p	Rattus_norvegicus	BTG3	10950	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	23770100
MIRT053206	rno-miR-182	Rattus_norvegicus	Cebpa	24252	Rattus_norvegicus	Next_Generation_Sequencing_NGS-qRT_PCR	Functional_MTI_Weak	24653623
MIRT053280	rno-miR-210-3p	Rattus_norvegicus	Fech	361338	Rattus_norvegicus	Luciferase_reporter_assay-Microarray-qRT_PCR-Western_blot	Functional_MTI	23608607
MIRT053281	rno-miR-1-3p	Rattus_norvegicus	Fbln2	14115	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	23612897
MIRT053298	rno-miR-141-3p	Rattus_norvegicus	Zeb2	311071	Rattus_norvegicus	In_situ_hybridization-qRT_PCR-Western_blot	Functional_MTI	22012804
MIRT053307	rno-miR-212-3p	Rattus_norvegicus	Cyp2e1	25086	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	23920219
MIRT053308	rno-miR-132-3p	Rattus_norvegicus	Cyp2e1	25086	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	23920219
