miRTarBase_ID	miRNA	Species_miRNA	Target_Gene	Target_Gene_Entrez_ID	Species_Target_Gene	Experiments	Support_Type	References_PMID
MIRT053320	rno-miR-132-3p	Rattus_norvegicus	PTEN	5728	Rattus_norvegicus	Immunocytochemistry-Luciferase_reporter_assay-Western_blot	Functional_MTI	23585551
MIRT053321	rno-miR-212-3p	Rattus_norvegicus	Pten	50557	Rattus_norvegicus	Immunocytochemistry-Luciferase_reporter_assay-Western_blot	Functional_MTI	23585551
MIRT053322	rno-miR-132-3p	Rattus_norvegicus	Foxo3	294515	Rattus_norvegicus	Immunocytochemistry-Luciferase_reporter_assay-Western_blot	Functional_MTI	23585551
MIRT053323	rno-miR-212-3p	Rattus_norvegicus	Foxo3	294515	Rattus_norvegicus	Immunocytochemistry-Luciferase_reporter_assay-Western_blot	Functional_MTI	23585551
MIRT053324	rno-miR-29a-3p	Rattus_norvegicus	Ccnd2	64033	Rattus_norvegicus	Immunofluorescence-Luciferase_reporter_assay-Microarray-qRT_PCR-Western_blot	Functional_MTI	23587482
MIRT053345	rno-miR-181c-5p	Rattus_norvegicus	COX1	26195	Rattus_norvegicus	Luciferase_reporter_assay-Microarray-qRT_PCR-Western_blot-FISH	Functional_MTI	22518031
MIRT053345	rno-miR-181c-5p	Rattus_norvegicus	COX1	26195	Rattus_norvegicus	Western_blot-qRT_PCR	Functional_MTI	24810628
MIRT053608	rno-miR-150-5p	Rattus_norvegicus	Gpnmb	113955	Rattus_norvegicus	Luciferase_reporter_assay-Microarray-qRT_PCR-Western_blot	Functional_MTI	22911455
MIRT054044	rno-miR-193a-3p	Rattus_norvegicus	ING5	84289	Rattus_norvegicus	Luciferase_reporter_assay-Microarray-qRT_PCR-Western_blot	Functional_MTI	22384930
MIRT054046	rno-miR-140-5p	Rattus_norvegicus	Sirt1	309757	Rattus_norvegicus	Luciferase_reporter_assay-Microarray	Functional_MTI	22402365
MIRT054059	rno-miR-499-5p	Rattus_norvegicus	Gadd45a	25112	Rattus_norvegicus	Luciferase_reporter_assay-Microarray-qRT_PCR-Western_blot	Functional_MTI	23227140
MIRT054065	rno-miR-107-3p	Rattus_norvegicus	Pdcd10	494345	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	22482882
MIRT054171	rno-miR-26b-5p	Rattus_norvegicus	GATA4	2626	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	22678827
MIRT054172	rno-miR-26b-5p	Rattus_norvegicus	Trpc3	60395	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	22678827
MIRT054174	rno-miR-124-3p	Rattus_norvegicus	Stat3	25125	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	22696253
MIRT054293	rno-miR-107-3p	Rattus_norvegicus	Arnt	25242	Rattus_norvegicus	qRT_PCR-Western_blot	Functional_MTI	22792280
MIRT054361	rno-miR-24-3p	Rattus_norvegicus	Bcl2l11	64547	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	23098654
MIRT054381	rno-miR-363-3p	Rattus_norvegicus	E2f3	291105	Rattus_norvegicus	GFP_reporter_assay-Microarray-qRT_PCR-Western_blot	Functional_MTI	24023010
MIRT054383	rno-miR-17-5p	Rattus_norvegicus	Txnip	117514	Rattus_norvegicus	Luciferase_reporter_assay-Microarray-qRT_PCR	Functional_MTI	22883233
MIRT054385	rno-miR-24-3p	Rattus_norvegicus	Jph2	296345	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	22891046
MIRT054394	rno-miR-216a-5p	Rattus_norvegicus	Pten	50557	Rattus_norvegicus	Western_blot	Functional_MTI	22898879
MIRT054408	rno-miR-98-5p	Rattus_norvegicus	Bcl2l1	24888	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	24444606
MIRT054413	rno-miR-151-5p	Rattus_norvegicus	Fxyd1	58971	Rattus_norvegicus	Immunofluorescence-Immunoprecipitaion-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	24039836
MIRT054497	rno-miR-200a-3p	Rattus_norvegicus	Tgfb2	81809	Rattus_norvegicus	Immunohistochemistry-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	24242045
MIRT054498	rno-miR-200a-3p	Rattus_norvegicus	Ctnnb1	84353	Rattus_norvegicus	Immunohistochemistry-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	24242045
MIRT054498	rno-miR-200a-3p	Rattus_norvegicus	Ctnnb1	84353	Rattus_norvegicus	Flow-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	24260215
MIRT054509	rno-miR-29a-3p	Rattus_norvegicus	Bak1	116502	Rattus_norvegicus	Flow-In_situ_hybridization-Luciferase_reporter_assay-Microarray-Northern_blot-qRT_PCR-Western_blot	Functional_MTI	24528955
MIRT054510	rno-miR-29a-3p	Rattus_norvegicus	Bmf	246142	Rattus_norvegicus	Flow-In_situ_hybridization-Luciferase_reporter_assay-Microarray-Northern_blot-qRT_PCR-Western_blot	Functional_MTI	24528955
MIRT054510	rno-miR-29a-3p	Rattus_norvegicus	Bmf	246142	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	28003969
MIRT054511	rno-miR-29a-3p	Rattus_norvegicus	Bcl2l2	60434	Rattus_norvegicus	Flow-In_situ_hybridization-Luciferase_reporter_assay-Microarray-Northern_blot-qRT_PCR-Western_blot	Functional_MTI	24528955
MIRT054583	rno-miR-7a-5p	Rattus_norvegicus	Parp1	25591	Rattus_norvegicus	Flow-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	24594984
MIRT054584	rno-miR-7b	Rattus_norvegicus	Parp1	25591	Rattus_norvegicus	Flow-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	24594984
MIRT054602	rno-miR-101a-3p	Rattus_norvegicus	Ranbp9	364686	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	24592211
MIRT054684	rno-miR-378a-3p	Rattus_norvegicus	Ldha	24533	Rattus_norvegicus	Luciferase_reporter_assay-Mass_spectrometry-qRT_PCR-Quantitative_proteomic_approach	Functional_MTI	24068033
MIRT054685	rno-miR-378a-3p	Rattus_norvegicus	Gmppa	501167	Rattus_norvegicus	Luciferase_reporter_assay-Mass_spectrometry-qRT_PCR-Quantitative_proteomic_approach	Functional_MTI	24068033
MIRT054686	rno-miR-378a-3p	Rattus_norvegicus	Actn4	63836	Rattus_norvegicus	Luciferase_reporter_assay-Mass_spectrometry-qRT_PCR-Quantitative_proteomic_approach	Functional_MTI	24068033
MIRT054687	rno-miR-378a-5p	Rattus_norvegicus	Acta1	29437	Rattus_norvegicus	Luciferase_reporter_assay-Mass_spectrometry-qRT_PCR-Quantitative_proteomic_approach	Functional_MTI	24068033
MIRT054688	rno-miR-378a-5p	Rattus_norvegicus	Vim	81818	Rattus_norvegicus	Luciferase_reporter_assay-Mass_spectrometry-qRT_PCR-Quantitative_proteomic_approach	Functional_MTI	24068033
MIRT054689	rno-miR-378a-5p	Rattus_norvegicus	Calu	64366	Rattus_norvegicus	Luciferase_reporter_assay-Mass_spectrometry-qRT_PCR-Quantitative_proteomic_approach	Functional_MTI	24068033
MIRT054690	rno-miR-378a-5p	Rattus_norvegicus	Hspa5	25617	Rattus_norvegicus	Luciferase_reporter_assay-Mass_spectrometry-qRT_PCR-Quantitative_proteomic_approach	Functional_MTI	24068033
MIRT054691	rno-miR-378a-5p	Rattus_norvegicus	Ppia	25518	Rattus_norvegicus	Luciferase_reporter_assay-Mass_spectrometry-qRT_PCR-Quantitative_proteomic_approach	Functional_MTI	24068033
MIRT054692	rno-miR-378a-3p	Rattus_norvegicus	Ppia	25518	Rattus_norvegicus	Luciferase_reporter_assay-Mass_spectrometry-qRT_PCR-Quantitative_proteomic_approach	Functional_MTI	24068033
MIRT054693	rno-miR-378a-3p	Rattus_norvegicus	Hspa5	25617	Rattus_norvegicus	Luciferase_reporter_assay-Mass_spectrometry-qRT_PCR-Quantitative_proteomic_approach	Functional_MTI	24068033
MIRT054724	rno-miR-375-3p	Rattus_norvegicus	Rasd1	64455	Rattus_norvegicus	qRT_PCR-Western_blot	Functional_MTI	24548484
MIRT054746	rno-miR-29a-3p	Rattus_norvegicus	Rest	83618	Rattus_norvegicus	Immunocytochemistry-Western_blot-Microarray-qRT_PCR-Luciferase_assay	Functional_MTI	24841827
MIRT054751	rno-miR-29a-3p	Rattus_norvegicus	Irs1	25467	Rattus_norvegicus	Luciferase_reporter_assay-QRTPCR-Western_blot	Functional_MTI	24844433
MIRT054783	rno-miR-30b-5p	Rattus_norvegicus	Bmp7	85272	Rattus_norvegicus	Immunohistochemistry-qRT_PCR-Western_blot	Functional_MTI	24898602
MIRT054813	rno-let-7a-5p	Rattus_norvegicus	Kras	24525	Rattus_norvegicus	Flow_cytometry-Immunohistochemistry-In_situ_hybridization-QRTPCR-Western_blotting	Functional_MTI	24953987
MIRT437401	rno-miR-26a-5p	Rattus_norvegicus	Pten	50557	Rattus_norvegicus	Immunocytochemistry-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	23783805
MIRT437407	rno-miR-146a-5p	Rattus_norvegicus	Nfkb1	81736	Rattus_norvegicus	Flow-qRT_PCR-Western_blot	Functional_MTI	23784108
MIRT437761	rno-miR-125b-5p	Rattus_norvegicus	Sema4d	306790	Rattus_norvegicus	Immunohistochemistry-Luciferase_reporter_assay-Microarray-Western_blot	Functional_MTI	24719025
MIRT437879	rno-miR-145-5p	Rattus_norvegicus	MTCH2	23788	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	23624080
MIRT437888	rno-miR-206-3p	Rattus_norvegicus	Hif1a	29560	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	23628900
MIRT437898	rno-miR-145-5p	Rattus_norvegicus	Camk2g	171140	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	23702479
MIRT437973	rno-miR-181a-5p	Rattus_norvegicus	Gpx1	24404	Rattus_norvegicus	In_situ_hybridization-qRT_PCR-Western_blot-Luciferase_reporter_assay	Functional_MTI	24683439
MIRT437987	rno-miR-206-3p	Rattus_norvegicus	Bdnf	24225	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR	Functional_MTI	24672003
MIRT437987	rno-miR-206-3p	Rattus_norvegicus	Bdnf	24225	Rattus_norvegicus	ELISA-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	28130187
MIRT438001	rno-miR-208a-3p	Rattus_norvegicus	Eng	497010	Rattus_norvegicus	Immunohistochemistry-Western_blot-	Functional_MTI	24392114
MIRT438008	rno-miR-17-5p	Rattus_norvegicus	Golga2	64528	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	24386440
MIRT438009	rno-miR-17-5p	Rattus_norvegicus	Canx	29144	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	24386440
MIRT438010	rno-miR-17-5p	Rattus_norvegicus	Hspa8	24468	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	24386440
MIRT438011	rno-miR-17-5p	Rattus_norvegicus	Hspa4	266759	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	24386440
MIRT438062	rno-miR-203a-3p	Rattus_norvegicus	Vegfa	83785	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	23951316
MIRT438064	rno-miR-29b-3p	Rattus_norvegicus	Vegfa	83785	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Non-Functional_MTI	23951316
MIRT438065	rno-miR-29a-3p	Rattus_norvegicus	Vegfa	83785	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	23951316
MIRT438076	rno-miR-92b-3p	Rattus_norvegicus	CEBPB	1051	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot-qRT_PCR-microarray	Functional_MTI	23936298
MIRT438082	rno-miR-9a-5p	Rattus_norvegicus	Zeb2	311071	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	24458742
MIRT438118	rno-miR-21-5p	Rattus_norvegicus	Ski	313757	Rattus_norvegicus	Luciferase_reporter_assay-Microarray-qRT_PCR-Western_blot	Functional_MTI	24388835
MIRT438311	rno-miR-181a-5p	Rattus_norvegicus	Tgm2	56083	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	25202021
MIRT438312	rno-miR-218a-5p	Rattus_norvegicus	Tgm2	56083	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	25202021
MIRT438411	rno-miR-652-3p	Rattus_norvegicus	Jag1	29146	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	25145628
MIRT438414	rno-miR-98-5p	Rattus_norvegicus	Stat3	25125	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot-qRT=PCR	Functional_MTI	25123535
MIRT438464	rno-miR-151-5p	Rattus_norvegicus	Fndc1	308099	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	24188450
MIRT438465	rno-miR-672-5p	Rattus_norvegicus	Fndc1	308099	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	24188450
MIRT438466	rno-miR-672-5p	Rattus_norvegicus	Tnfsf10	246775	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	24188450
MIRT438467	rno-miR-151-5p	Rattus_norvegicus	Tnfsf10	246775	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	24188450
MIRT438468	rno-miR-190a-5p	Rattus_norvegicus	Pappa1	313262	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	24188450
MIRT438469	rno-miR-190a-5p	Rattus_norvegicus	Ccl2	24770	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	24188450
MIRT438470	rno-miR-27b-3p	Rattus_norvegicus	Ccl2	24770	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	24188450
MIRT438471	rno-miR-27b-3p	Rattus_norvegicus	Pappa1	313262	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	24188450
MIRT438554	rno-miR-29a-3p	Rattus_norvegicus	Rela	309165	Rattus_norvegicus	ChIP-seq-Luciferase_reporter_assay-Microarray-qRT_PCR-Western_blot	Functional_MTI	23846691
MIRT438555	rno-miR-21-5p	Rattus_norvegicus	Rela	309165	Rattus_norvegicus	ChIP-seq-Luciferase_reporter_assay-Microarray-qRT_PCR-Western_blot	Functional_MTI	23846691
MIRT438572	rno-miR-145-5p	Rattus_norvegicus	Tsc2	24855	Rattus_norvegicus	Microarray-qRT_PCR-Western_blot	Functional_MTI	23812090
MIRT438573	rno-miR-144-3p	Rattus_norvegicus	Pten	50557	Rattus_norvegicus	Microarray-qRT_PCR-Western_blot	Functional_MTI	23812090
MIRT438615	rno-miR-350	Rattus_norvegicus	Mapk8	116554	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	23000971
MIRT438616	rno-miR-350	Rattus_norvegicus	Mapk14	81649	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	23000971
MIRT438645	rno-miR-132-3p	Rattus_norvegicus	Lrrfip1	367314	Rattus_norvegicus	Immunohistochemistry-Luciferase_reporter_assay-Microarray-qRT_PCR	Functional_MTI	23880186
MIRT438657	rno-miR-181a-5p	Rattus_norvegicus	Creb1	81646	Rattus_norvegicus	Immunofluorescence-Luciferase_reporter_assay-Microarray-qRT_PCR-Western_blot	Functional_MTI	23865718
MIRT438661	rno-miR-7a-5p	Rattus_norvegicus	Scn2b	25349	Rattus_norvegicus	Immunofluorescence-In_situ_hybridization-Luciferase_reporter_assay-Microarray-qRT_PCR-Western_blot	Functional_MTI	23861446
MIRT438665	rno-miR-146a-5p	Rattus_norvegicus	Traf6	311245	Rattus_norvegicus	qRT_PCR-Western_blot	Functional_MTI	23848342
MIRT438665	rno-miR-146a-5p	Rattus_norvegicus	Traf6	311245	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	27830143
MIRT438665	rno-miR-146a-5p	Rattus_norvegicus	Traf6	311245	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	27889748
MIRT438666	rno-miR-146a-5p	Rattus_norvegicus	Irak1	363520	Rattus_norvegicus	qRT_PCR-Western_blot	Functional_MTI	23848342
MIRT438666	rno-miR-146a-5p	Rattus_norvegicus	Irak1	363520	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	27830143
MIRT438700	rno-miR-139-5p	Rattus_norvegicus	Pafah1b1	83572	Rattus_norvegicus	Luciferase_reporter_assay-Microarray-qRT_PCR-Western_blot	Functional_MTI	24647639
MIRT438705	rno-miR-93-5p	Rattus_norvegicus	KCNJ14	3770	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	24642374
MIRT438720	rno-miR-29b-3p	Rattus_norvegicus	Dnmt3b	444985	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	24138392
MIRT438892	rno-miR-138-5p	Rattus_norvegicus	Rhoc	295342	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	23446431
MIRT438899	rno-miR-195-5p	Rattus_norvegicus	App	54226	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	23447608
MIRT438910	rno-miR-30a-5p	Rattus_norvegicus	Becn1	114558	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	23660952
MIRT438922	rno-miR-34a-5p	Rattus_norvegicus	Bcl2	24224	Rattus_norvegicus	Immunohistochemistry-qRT_PCR-Western_blot	Functional_MTI	23416168
MIRT438922	rno-miR-34a-5p	Rattus_norvegicus	Bcl2	24224	Rattus_norvegicus	Immunoblot-Luciferase_reporter_assay-qRT_PCR	Functional_MTI	28189560
MIRT731164	rno-miR-144-3p	Rattus_norvegicus	Tlr2	310553	Rattus_norvegicus	qRT_PCR-Luciferase_reporter_assay-Western_blot	Functional_MTI	25534427
MIRT731176	rno-miR-181c-5p	Rattus_norvegicus	Tlr4	29260	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Microarray-Western_blot	Functional_MTI	25545945
MIRT731187	rno-miR-16-5p	Rattus_norvegicus	Ccnd2	64033	Rattus_norvegicus	qRT_PCR-Luciferase_reporter_assay	Functional_MTI	25583328
MIRT731188	rno-miR-16-5p	Rattus_norvegicus	Ccne1	25729	Rattus_norvegicus	qRT_PCR-Luciferase_reporter_assay	Functional_MTI	25583328
MIRT731317	rno-miR-29a-3p	Rattus_norvegicus	Tnfrsf1a	25625	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	27239114
MIRT731342	rno-miR-375-3p	Rattus_norvegicus	PSEN1	5663	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	27804997
MIRT731343	rno-miR-30a-5p	Rattus_norvegicus	Psen2	81751	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	27804997
MIRT731356	rno-miR-320-3p	Rattus_norvegicus	AQP1	358	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	26850728
MIRT731376	rno-miR-19b-3p	Rattus_norvegicus	Grb2	81504	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	25650006
MIRT731439	rno-miR-1-3p	Rattus_norvegicus	Hsp90aa1	299331	Rattus_norvegicus	Western_blot	Functional_MTI	27076094
MIRT731521	rno-miR-542-3p	Rattus_norvegicus	Syk	25155	Rattus_norvegicus	Luciferase_reporter_assay-Microarray-qRT_PCR-Western_blot	Functional_MTI	26026397
MIRT731600	rno-miR-9a-5p	Rattus_norvegicus	Sirt1	309757	Rattus_norvegicus	Immunohistochemistry-Luciferase_reporter_assay-Next_Generation_Sequencing_NGS-qRT_PCR-Western_blot	Functional_MTI	26379395
MIRT731614	rno-miR-1-3p	Rattus_norvegicus	Gadd45a	25112	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	26692938
MIRT731655	rno-miR-34a-5p	Rattus_norvegicus	Acsl1	25288	Rattus_norvegicus	Immunocytochemistry-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	26437572
MIRT731666	rno-miR-200a-3p	Rattus_norvegicus	Rheb	26954	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	27121251
MIRT731719	rno-miR-133a-3p	Rattus_norvegicus	Tat	24813	Rattus_norvegicus	Immunocytochemistry-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	27411382
MIRT731835	rno-miR-499-5p	Rattus_norvegicus	PDCD4	27250	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	26791235
MIRT731848	rno-miR-433-3p	Rattus_norvegicus	Hif1a	29560	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	27815672
MIRT731854	rno-miR-27a-3p	Rattus_norvegicus	Foxo3	56484	Rattus_norvegicus	Immunofluorescence-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	27919684
MIRT731947	rno-miR-124-3p	Rattus_norvegicus	PIM1	5292	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	27088547
MIRT731981	rno-miR-99a-5p	Rattus_norvegicus	Bmpr2	140590	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	27177866
MIRT732002	rno-miR-17-5p	Rattus_norvegicus	Wif1	114557	Rattus_norvegicus	Immunofluorescence-Immunohistochemistry-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	26637809
MIRT732186	rno-miR-434-3p	Rattus_norvegicus	Eif5a	287444	Rattus_norvegicus	Immunoblot-Luciferase_reporter_assay-Microarray-qRT_PCR	Functional_MTI	26964899
MIRT732190	rno-miR-27a-3p	Rattus_norvegicus	Irak4	300177	Rattus_norvegicus	ELISA-Immunocytochemistry-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	26971344
MIRT732191	rno-miR-27a-3p	Rattus_norvegicus	Tlr4	29260	Rattus_norvegicus	ELISA-Immunocytochemistry-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	26971344
MIRT732293	rno-miR-200a-5p	Rattus_norvegicus	Errfi1	313729	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	26466330
MIRT732294	rno-miR-200b-5p	Rattus_norvegicus	Errfi1	313729	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	26466330
MIRT732295	rno-miR-200c-5p	Rattus_norvegicus	Errfi1	313729	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	26466330
MIRT732319	rno-miR-9a-5p	Rattus_norvegicus	Nfkb1	81736	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	28373667
MIRT732319	rno-miR-9a-5p	Rattus_norvegicus	Nfkb1	81736	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	26718002
MIRT732333	rno-miR-125b-5p	Rattus_norvegicus	Cyp24a1	25279	Rattus_norvegicus	Luciferase_reporter_assay-Northern_blot-qRT_PCR	Functional_MTI	26729468
MIRT732356	rno-miR-187-3p	Rattus_norvegicus	Kcnk10	65272	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	27609046
MIRT732357	rno-miR-187-3p	Rattus_norvegicus	Dyrk1a	25255	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	27609046
MIRT732428	rno-miR-499-5p	Rattus_norvegicus	Pdcd4	64031	Rattus_norvegicus	Luciferase_reporter_assay-Western_blot	Functional_MTI	27832626
MIRT732497	rno-miR-21-5p	Rattus_norvegicus	Timp3	25358	Rattus_norvegicus	qRT_PCR-Western_blot	Functional_MTI	25484256
MIRT732498	rno-miR-222-3p	Rattus_norvegicus	Timp3	25358	Rattus_norvegicus	qRT_PCR-Western_blot	Functional_MTI	25484256
MIRT732526	rno-miR-21-5p	Rattus_norvegicus	Angpt1	89807	Rattus_norvegicus	qRT_PCR-Western_blot	Functional_MTI	25598202
MIRT732621	rno-miR-139-5p	Rattus_norvegicus	Irs1	25467	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	28346520
MIRT732627	rno-miR-150-5p	Rattus_norvegicus	Vegfa	83785	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	26922365
MIRT732640	rno-miR-130a-3p	Rattus_norvegicus	DLL4	54567	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	26872979
MIRT732673	rno-miR-106b-5p	Rattus_norvegicus	Mcl1	60430	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	27023223
MIRT732689	rno-miR-351-5p	Rattus_norvegicus	Pten	50557	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	26541756
MIRT732726	rno-miR-34a-5p	Rattus_norvegicus	Tp53	24842	Rattus_norvegicus	Immunohistochemistry-Next_Generation_Sequencing_NGS-qRT_PCR-Western_blot	Functional_MTI	26385312
MIRT732732	rno-miR-29a-3p	Rattus_norvegicus	VEGFA	7422	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	27060017
MIRT732763	rno-miR-21-3p	Rattus_norvegicus	Pten	50557	Rattus_norvegicus	qRT_PCR-Western_blot	Functional_MTI	27803763
MIRT732788	rno-miR-23b-3p	Rattus_norvegicus	Cyp3a62	170509	Rattus_norvegicus	Immunofluorescence-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	27546062
MIRT732817	rno-let-7d-3p	Rattus_norvegicus	Hmga2	84017	Rattus_norvegicus	qRT_PCR-Western_blot	Functional_MTI	27693697
MIRT732824	rno-miR-29c-3p	Rattus_norvegicus	Bmf	246142	Rattus_norvegicus	qRT_PCR	Functional_MTI_Weak	28003969
MIRT732904	rno-miR-141-3p	Rattus_norvegicus	Igf2bp2	303824	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	27796156
MIRT732958	rno-miR-20a-5p	Rattus_norvegicus	Txnip	117514	Rattus_norvegicus	ELISA-Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	26934991
MIRT732983	rno-miR-129-5p	Rattus_norvegicus	Cdk6	114483	Rattus_norvegicus	qRT_PCR-Western_blot	Functional_MTI	26946427
MIRT733018	rno-let-7a-5p	Rattus_norvegicus	Calm1	24242	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	28123343
MIRT733023	rno-miR-142-5p	Rattus_norvegicus	Znrf2	362367	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR	Functional_MTI	28320085
MIRT733035	rno-miR-199a-5p	Rattus_norvegicus	Ikbkb	84351	Rattus_norvegicus	Luciferase_reporter_assay-qRT_PCR-Western_blot	Functional_MTI	27693495
MIRT733038	rno-miR-344b-1-3p	Rattus_norvegicus	Tlr2	310553	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	28243080
MIRT733039	rno-miR-21-3p	Rattus_norvegicus	Fshb	25447	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	28402262
MIRT733040	rno-miR-433-3p	Rattus_norvegicus	Fshb	25447	Rattus_norvegicus	Luciferase_reporter_assay	Functional_MTI	28402262
MIRT733046	rno-miR-34a-5p	Rattus_norvegicus	Ccnd1	58919	Rattus_norvegicus	Immunohistochemistry-qRT_PCR-Western_blot	Functional_MTI	26385312
