Reporter Identifier	VALUE
4610	0.836692948942728
10977	0.0782556817747517
11102	0.31630530672944
19603	-0.0987785555193822
13145	0.43706355510299
17306	-0.388843942544995
17470	-0.266165329221983
17570	0.000665200883127943
17660	-0.0898502816653459
17883	-0.155489329779292
19591	0.0534924222447315
5740	-0.717667687155624
10987	-0.100074493564406
11043	-0.291951178307638
11111	0.0300711691176905
11166	-0.175831187035951
13170	0.0203336117957321
17327	-0.647862140947343
17490	-0.185637536259995
17578	-0.154212290385822
17732	-0.0340195904371577
17893	-0.0890227041698968
21498	-0.081286250172419
10306	0.465759377241747
10995	0.155928139228473
11052	0.0853720437383526
11123	0.238658642796577
11175	-0.329958482286574
13178	0.0326757533098954
17338	-0.0592151712396498
17499	-0.225419200374104
17593	0.357698193888073
17817	-0.00438678622183313
17909	-0.0381928771709507
27217	0.476056340459606
10919	0.146297734041114
11004	0.0599462924930093
11063	-0.130028642910539
11135	-0.293870113968357
11182	0.282253128049938
14271	0.00601990129287106
17354	-0.347271968723672
17509	-0.208253161665705
17608	0.125050263122891
17830	0.0763933606658938
17928	-0.0700727295436952
27536	0.301179307066891
28047	-0.216984642275996
30592	0.161861032723159
33718	-0.0700487279731862
42486	-0.572422749456757
42534	0.310864795819986
42571	0.664914648842956
42616	0.0159109099963391
42666	-0.269530479289039
42717	0.119173454882834
42760	-0.363695804762647
42807	-0.102331488213965
42860	0.271704386295519
28251	0.157103091981093
30768	-0.459021712398851
42442	-0.475250784520103
42495	-0.0141723452683039
42539	-0.262173178867526
42576	0.0499508730422
42622	0.44596033405339
42673	0.0684056504269872
42724	-0.0689792342697688
42768	0.0285385811954967
42812	0.0325342805052979
42870	0.0793418045475632
28520	-0.104681912961533
31057	-0.428582803269168
42451	0.0107488833073362
42501	0.124664519935073
42543	0.215614821230878
42581	-0.49711025245772
42628	0.134646710681464
42679	-0.0104642164660608
42729	0.0165218703877142
42773	-0.142557304926877
42820	-0.639997156469169
42875	-0.314099713552991
28889	0.546027624370064
31517	-0.0574873952895822
42458	-0.0950054809088584
42506	0.0484556018211503
42548	-0.0417293240761866
42589	-0.326414385026668
42634	0.0191626528679451
42689	0.144638467954562
42735	-0.435293484826444
42777	-0.0643380713940872
42827	0.203410467440288
42890	-0.0363565815321099
42924	0.142622639345898
42970	0.180138909510681
43009	-0.402211317643676
28431	-0.31347865528328
11225	0.209693215778095
14305	-0.155429940484902
17537	-0.320966360933157
28054	0.0301468356434729
42449	-0.102945866155969
42611	0.136060176321714
42764	0.0029776857167183
42871	-0.209427733490506
42929	-0.304326792385458
42976	0.0907054101119886
43012	0.0257833329666346
42492	0.071159889678801
11230	-0.064080658114074
17278	0.0393922730577478
17604	-0.424085217330792
28346	-0.176967208782076
42462	-0.58482405342349
42626	-0.490466126536806
42779	0.145900565675646
42879	-0.300348380191654
42935	-0.18278393297831
17752	0.531889568783679
43017	0.519220216448688
42530	0.126100559864805
11238	0.148390515083413
17303	-0.60545198313279
17621	0.00878500879530065
28547	-0.409531825663176
42474	-0.144106735311079
42639	-0.0646697657269375
42800	0.161941256067347
42886	0.0299747926780695
42943	-0.336612345644818
17748	0.504083911580556
11239	-0.0933023127277116
42721	-0.152900403252802
11249	-0.0906911607192346
17352	0.00866867385718055
17665	-0.0673827712973433
28944	0.203986855420795
42499	-0.467091273659389
42659	-0.603013381528986
42809	-0.0836604450794468
42894	-0.784640632501199
42975	0.108057388655768
42677	0.334736997889153
13367	0.150727667501697
28876	0.0810656665376302
11265	-0.164161847349074
42741	-0.0851318462535255
13388	0.382179846670674
29056	-0.00703864474692389
11273	0.500924183531145
42881	0.157866901127716
13421	0.31239013171174
14295	-0.0544594120259595
42933	-0.564552272221582
24127	0.0921091371696257
4040	0.423143685056413
10976	-0.174232075915699
11098	-0.0523453164258805
19606	-0.459049845333881
13143	0.0134304231344433
17302	-0.271902491294439
17463	-0.763585336395622
17569	-0.109110811942228
17657	-0.372042396145396
17882	-0.0511000506123265
19588	-0.443356936909285
5730	0.0197194286794887
10986	-0.300083777933623
11041	0.398864475945435
11108	-0.182731407915817
11165	-0.338587165280758
13148	0.732257342620008
17325	-0.118133215592368
17488	-0.747088013663827
17577	-0.213216938954033
17718	-0.0126367284967575
17888	-0.256315104459126
19596	-0.0249267054676113
10138	0.480434629745216
10991	-0.105043317389035
11048	0.295330735814069
11120	0.0891518139990043
11171	-0.0994231783236838
13177	0.296982657660012
17336	-0.146814436322886
17498	-0.348999980189826
17592	-0.132322110842728
17814	-0.322425132888006
17904	-0.650596424136638
21757	-0.724344047649817
10914	0.241545560626045
11000	0.0951365553548853
11061	0.450415646145502
11134	-0.38080901814707
11181	0.792394448979899
13485	-0.181400923424858
17353	-0.159666563426675
17508	0.0966579390966711
17606	-0.232201400955967
17825	-1.01954495777684
17927	-0.35036159244952
27533	-0.182967308213249
28019	0.00207739287072153
30493	0.025711408087668
33668	-0.0931331993765053
42485	-0.18210317280982
42533	-0.0855038230436407
42570	-0.316340125785308
42615	-0.00181253469672748
42663	-0.0893073336032322
42716	-0.288596077546121
42759	0.0328243120270687
42806	0.176444753601835
42858	0.0841137180160654
28250	-0.135147131405082
30755	0.0904360981947736
33915	-0.0117959509222334
42493	0.177780213874563
42538	-0.104446196731167
42575	-0.372638043770092
42620	-0.161514754896095
42672	0.0546220550888035
42723	-0.586030157419368
42766	0.0817254823998845
42811	0.399437842277304
42869	-0.375395451517686
28480	0.243086646347428
31038	-0.0121870549394613
42450	-0.133516233163237
42498	-0.013811402972447
42542	0.279592037460015
42580	-0.095655430954466
42627	0.418526808267575
42676	0.53660060337014
42728	-0.39313195963822
42772	-0.0919471233603934
42818	0.186167765453108
42874	-0.0269677661203034
28884	0.0838994429685416
31436	0.201863700481138
42457	-0.291864229085299
42505	-0.164178541804977
42547	0.241324657529147
42588	-0.36773306201853
42633	0.0361924935988361
42688	0.128815104238682
42732	0.0232226492598241
42776	0.0311178852407555
42825	0.343048707779545
42887	0.592185391732481
42923	0.340900310133199
42969	0.0178936552713164
43008	-0.329320064915382
28302	-0.17755125098175
11221	-0.029043895555993
14304	0.0702481394100998
17528	0.125142752972987
27855	-0.514609828924133
42445	0.162655131809032
42606	-0.371023500806749
42752	0.182231228863787
42868	-0.18957928469481
42928	-0.0218366985606665
42974	-0.327394823983911
43011	-0.371173473547488
42487	-0.150886214099522
11229	-0.221916083588373
17273	-0.424172115237263
17597	-0.314557979449536
28309	0.245442616384213
42456	-0.333045207924877
42625	0.0801100894353776
42770	-0.986862150458602
42878	-0.523175280664631
42934	0.0292382526578847
17751	-0.0101157181938465
43014	-0.0323348364846522
