Reporter Identifier	VALUE
4610	0.0662841723835882
10977	0.304089636349959
11102	0.477160345640518
19603	0.421557560392603
13145	0.133918951607227
17306	-0.0389241340771179
17470	0.037923089648442
17570	0.0742733067919518
17660	0.438523242799876
17883	0.0616246063988431
19591	-0.0557575919917718
5740	0.391996173183701
10987	0.438087229231875
11043	-0.301290664598937
11111	0.332342211192764
11166	0.0159079224867633
13170	0.0812995887784903
17327	0.632292703214887
17490	-0.162250174292358
17578	0.225138112278434
17732	0.271462763478798
17893	0.06815366004699
21498	0.116475578632103
10306	0.128640925626726
10995	0.0213049904751533
11052	0.157257521213396
11123	0.166446888312079
11175	0.587659928965496
13178	-0.0636440045896575
17338	0.0561188145698025
17499	0.0294387909756184
17593	0.105123771287393
17817	0.0875576222432353
17909	0.0527687614361305
27217	-0.0000956441040158382
10919	0.354741750773472
11004	0.0490010831539907
11063	0.401453019271795
11135	0.872932224133483
11182	0.171052505823269
14271	-0.0789750511626826
17354	1.27244446385998
17509	-0.208883167169917
17608	0.317294268991954
17830	0.621610020305534
17928	0.396920040904717
27536	-0.0510856809512381
28047	0.330770139991067
30592	0.242494812860317
33718	0.0115977345370158
42486	0.352204054057811
42534	0.318141180328202
42571	-0.0513986694928097
42616	0.0915061876131348
42666	-0.108399845103814
42717	0.170310668184599
42760	0.680370558144496
42807	0.147275832397567
42860	0.375250590626551
28251	0.112801607352188
30768	0.148683138908751
42442	0.807994947000327
42495	0.341104677377908
42539	0.77356031470904
42576	0.353879425846746
42622	0.60250093074057
42673	0.232466417793241
42724	0.519196055207354
42768	0.0696300066789442
42812	0.627758310342297
42870	0.111330275134209
28520	-0.0565070610792544
31057	0.592328126562597
42451	0.151908489698757
42501	0.112435789984764
42543	0.202934531113658
42581	0.616885733086606
42628	-0.179895216885185
42679	1.18767911191636
42729	0.206508496235547
42773	-0.0221639202379387
42820	0.798707967983471
42875	0.301315045324884
28889	0.625262070457176
31517	-0.0460657964788669
42458	0.474774775492621
42506	0.377731883917605
42548	0.0821211749604008
42589	0.33898861755334
42634	0.0984838833872751
42689	0.106272538954259
42735	1.47273291538904
42777	0.231149680336707
42827	0.182412146033843
42890	0.293817922558036
42924	0.082294696173652
42970	0.274792445599542
43009	0.533599302949175
28431	0.89769726306355
11225	0.321183568968784
14305	-0.0688567070243241
17537	0.610231947068186
28054	-0.0962841658493834
42449	0.0302253260112402
42611	0.20720381953394
42764	0.311837995162781
42871	-0.0251013754312055
42929	0.660875406592896
42976	0.0853408428367803
43012	0.320597713758116
42492	0.00236159671755708
11230	0.0490878485038889
17278	-0.0389843894847931
17604	0.800864574995274
28346	-0.00656122660611797
42462	0.693810790599629
42626	0.569311772479564
42779	0.216457439629576
42879	0.0986677921187215
42935	0.0245600806972013
17752	0.175588759745385
43017	0.400812262085652
42530	0.810167935681304
11238	0.0623240151117919
17303	0.44437620769819
17621	0.0808882280288268
28547	0.580804918222832
42474	0.432294913453136
42639	0.0828261115845468
42800	0.151168008002602
42886	0.0585754045430103
42943	0.838425762036741
17748	0.140435639827003
11239	0.449497817233187
42721	0.0108161102946769
11249	-0.11266422840373
17352	0.207804159359411
17665	0.308778491714506
28944	0.751751296507454
42499	-0.0720237590921435
42659	0.723092215925331
42809	0.236940420417058
42894	0.750347228244452
42975	0.154570484981507
42677	0.831813803392481
13367	0.567200580229808
28876	0.155823661911943
11265	0.576547900513454
42741	0.246206604397638
13388	0.257580601891334
29056	0.111699258343907
11273	0.379164973789012
42881	0.214144328728141
13421	0.21697502823476
14295	0.01886137065461
42933	0.50326421775932
24127	0.283378435750035
4040	0.192934087068592
10976	-0.117685429968614
11098	0.190308384678412
19606	0.0769206730804058
13143	0.171027016709437
17302	-0.0260272496881758
17463	0.62158489045052
17569	-0.0700784357361404
17657	-0.136109965812701
