Reporter Identifier	VALUE
4610	-0.222388293459547
10977	0.388017325108325
11102	0.352144865097512
19603	0.371522842530528
13145	-0.149239285060516
17306	0.0345063160275885
17470	0.0714812315572036
17570	-0.0194501136021897
17660	0.469816477502216
17883	-0.183744609055403
19591	-0.213327797244201
5740	0.551484609564977
10987	0.319001545126716
11043	-0.210794932760718
11111	0.0150202709396901
11166	-0.0438830465651816
13170	0.00143718216841673
17327	0.775880875533437
17490	-0.0877308751323738
17578	0.499511414768275
17732	0.261317891025634
17893	0.0688376722200781
21498	-0.123364142983384
10306	-0.00587988400875468
10995	0.0691950878850039
11052	0.0169805818283495
11123	0.057124293576206
11175	0.55988387066839
13178	0.240189952057781
17338	-0.108276009768609
17499	-0.0952756725186195
17593	0.0149174580795646
17817	0.163462763611648
17909	-0.0394549717572092
27217	0.138585259771046
10919	0.125936347837211
11004	-0.27374571143182
11063	0.362995790066925
11135	1.21292559366974
11182	-0.153874092678201
14271	-0.0868778499781792
17354	0.359322040262002
17509	0.0602622170536975
17608	0.170692256744656
17830	0.280784617445636
17928	0.471057404175907
27536	-0.29440668693395
28047	0.310182884367968
30592	0.25585717454623
33718	-0.0114387906775074
42486	0.433276931644006
42534	0.285155603690029
42571	-0.13051036036497
42616	0.0863778080619132
42666	0.0113141576511392
42717	0.208125691133505
42760	0.858991975680079
42807	0.193984057607492
42860	0.310213263811595
28251	0.0227406547868897
30768	0.0476869436936198
42442	0.583956159848902
42495	0.200532987372709
42539	0.979176150644078
42576	0.167573606937304
42622	0.556259290420899
42673	0.269575368393429
42724	0.682769971917834
42768	0.290079228848022
42812	0.322968676292696
42870	0.134129226971906
28520	-0.000260113578988323
31057	0.923088317859494
42451	0.147819220235701
42501	0.00574324687797427
42543	0.218837726529988
42581	0.628434605359167
42628	-0.116609668528253
42679	0.205127176295435
42729	0.328035893580466
42773	-0.147459821653118
42820	0.862054923027313
42875	0.270277267605047
28889	0.678598911515148
31517	-0.0637396502750601
42458	0.482232551787282
42506	0.0720240500227924
42548	0.0875235601819406
42589	0.470779597506642
42634	-0.0169645897400658
42689	-0.0850414764028223
42735	1.28155722457689
42777	-0.0304877031199565
42827	0.0764134657221869
42890	0.286373695001797
42924	0.0457225020169776
42970	0.225148114272837
43009	0.431053776151418
28431	0.98847591211796
11225	0.238825607220138
14305	-0.165357839334739
17537	0.793787474432141
28054	0.0970453345729946
42449	-0.0776339061272003
42611	0.237611808953887
42764	0.140074495562922
42871	0.157940661184508
42929	0.657265790377046
42976	0.206415165439544
43012	0.219492102818848
42492	0.0118057165584346
11230	0.0339818631727059
17278	-0.0480993819441783
17604	0.919469343745581
28346	-0.119813571725064
42462	1.02203687483926
42626	0.60137547330267
42779	0.0455927532393622
42879	0.167517795142542
42935	-0.0818139786335203
17752	-0.0412581491368304
43017	-0.0508920132399241
42530	0.796093244936435
11238	0.0472843783451254
17303	0.548612318418881
17621	-0.0173506870529803
28547	0.475085172536126
42474	0.298236085214352
42639	0.00922062230556953
42800	-0.0353440005274021
42886	0.0435720590099736
42943	0.900789546683216
17748	0.0164724465668234
11239	0.240149995193664
42721	-0.0656175482838218
11249	-0.101568918203972
17352	0.0501866951678258
17665	0.373816184078936
28944	0.878403903656582
42499	-0.358653551751597
42659	0.520333108770355
42809	0.057682488244427
42894	0.803554476407409
42975	0.00332499143837986
42677	0.746214497880264
13367	0.306853746753145
28876	0.138648575824723
11265	0.865509130874737
42741	0.257885542350509
13388	0.275610037594717
29056	0.0157087370836759
11273	0.193650320268225
