Reporter Identifier	VALUE
4610	0.191576821469685
10977	0.507671829838689
11102	0.461017877386758
19603	0.160867806142996
13145	0.184733782323338
17306	0.083815377466214
17470	0.00468923266221498
17570	0.192039018263732
17660	0.409002719460156
17883	-0.0468379558901001
19591	-0.0386311607942969
5740	0.387213256107944
10987	0.334460446386541
11043	-0.192397441405081
11111	0.181445159008626
11166	0.0196102853527317
13170	0.112148174514366
17327	0.60305985749409
17490	-0.126299780727627
17578	0.509090599688132
17732	0.257261501729227
17893	0.111878676152061
21498	0.145425115065467
10306	0.0127859000917081
10995	0.145996688539262
11052	0.0360270827054482
11123	0.287116538687862
11175	0.341863198918853
13178	-0.0519815322703833
17338	0.0266397847186269
17499	-0.00223804801468563
17593	0.138564395780403
17817	0.13182365213446
17909	0.0946081414630556
27217	0.309273096079332
10919	0.273555804305618
11004	0.0248770471978993
11063	0.351018324719486
11135	0.807003237513035
11182	0.272787401486024
14271	-0.0448311172616834
17354	-0.0327027958740192
17509	-0.124100631714573
17608	0.341213893402579
17830	0.280307822225181
17928	0.455411695037647
27536	0.040338810520635
28047	0.39035361287672
30592	0.197407087875521
33718	0.0904520269584884
42486	0.379586049646849
42534	0.305583065307973
42571	0.236494663098227
42616	0.187469894623183
42666	-0.0458936641843898
42717	0.319456132998853
42760	0.505008348832629
42807	0.51225729522717
42860	0.379858896651931
28251	0.0922830177421946
30768	0.0990209802492396
42442	0.393996357620513
42495	0.291546689364914
42539	0.84561759353985
42576	0.252671425385082
42622	0.661450344090707
42673	0.415646401260072
42724	0.519972629514364
42768	0.236627961560316
42812	0.383361379302481
42870	0.194543623753305
28520	-0.0555902141213826
31057	0.805147048557399
42451	0.159553396895435
42501	0.18514893714289
42543	0.295509368536679
42581	0.260201726938654
42628	0.0342697969655959
42679	0.154926369798317
42729	0.554026696956709
42773	0.0115256534785205
42820	0.582768886082795
42875	0.251836005454244
28889	0.684864283872341
31517	0.0477805197985677
42458	0.160382464786859
42506	0.309472287854034
42548	0.13445864142648
42589	0.304296899707416
42634	0.159685988750876
42689	0.116506678509803
42735	0.523217402136966
42777	0.323228291389054
42827	0.208664827611621
42890	0.172297731883463
42924	0.231315027647784
42970	0.167748537146717
43009	0.339808194076315
28431	0.461547753836314
11225	0.32236037572021
14305	-0.106874043434041
17537	0.637151325197265
28054	-0.0305400996390071
42449	0.139816739021449
42611	0.214083122108115
42764	0.139137410715132
42871	0.236174550131001
42929	0.50890858897293
42976	0.224268233349169
43012	0.308246637101043
42492	0.0823150069132035
11230	0.013887646634003
17278	0.115979286344749
17604	0.587148826216834
28346	0.0868065481048351
42462	0.790990965195421
42626	0.639724686475293
42779	0.213434258832338
42879	0.0306686364983334
42935	0.0629499539240298
17752	0.241390225214393
43017	0.292446233476258
42530	0.807172774802814
11238	0.136719886681931
17303	0.464645340425464
17621	0.049039388404166
28547	0.350390968176947
42474	0.297664005676193
42639	0.0679620709532089
42800	0.303150016680631
42886	0.12621771620342
42943	0.723461878654744
17748	0.239645137575427
11239	0.202352750726636
42721	0.00599199201373355
11249	-0.117557826399264
17352	0.271377981407242
17665	0.358780562569575
28944	0.997985837528511
42499	-0.285359380872446
42659	0.324900550099678
42809	0.124106102790001
42894	0.716724413863524
42975	0.0593250895848298
42677	0.732081922262146
13367	0.614607116141413
28876	0.152901828144286
11265	0.532990046335479
42741	0.423992747021085
13388	0.392345538186469
29056	0.212823540441528
11273	0.315414769396524
42881	0.299799467224575
13421	0.324110999212448
14295	0.199709780496534
42933	0.665358075950883
24127	0.150874777514808
4040	0.528043112774598
10976	0.21297302381192
11098	0.0175894480329639
19606	0.126576602222772
13143	0.163664472529251
17302	0.369681494171461
17463	0.369596611107129
17569	-0.0518727240537656
17657	-0.259328498166667
17882	0.381441975461313
19588	0.0190982479514585
5730	0.382869674885134
10986	0.255461911956669
11041	0.592312028468829
11108	-0.0749981970817352
11165	-0.182992996523872
13148	0.435057054322894
17325	0.131316369877984
17488	-0.0944519370262602
17577	0.0211825580514038
17718	0.196408782009803
17888	-0.120384787758567
19596	0.00489586224220977
10138	0.246681928041588
10991	-0.240080518180234
11048	0.454321902185743
11120	0.113530834796736
11171	0.409374462358484
13177	0.306811027268133
17336	-0.0441832137350235
17498	0.175038765473921
17592	0.0147810097969552
17814	-0.148119039893907
17904	-0.585192932451278
21757	0.217606436883196
10914	0.182949451166081
11000	0.0819724084606302
11061	0.249915801397072
11134	-0.114735774526386
11181	0.20327910719002
13485	0.0922535242491167
17353	-0.143643897807421
17508	0.124636093746884
17606	-0.0140217986456522
17825	0.432887063072363
17927	0.381807097293905
27533	0.454898120114918
28019	0.0809213282680933
30493	0.283183028567982
33668	-0.045074948185214
42485	-0.300145795491827
42533	0.317824518464203
42570	0.0517619152989531
42615	0.236094424922164
42663	0.157741924515057
42716	0.422878408924783
42759	0.180758336384987
42806	0.505240754937207
42858	-0.115717228164303
28250	-0.0857070657106042
30755	-0.0336729680310812
33915	-0.00811164747782065
42493	0.220100385165397
42538	0.666111806649901
42575	0.360071974151179
42620	0.0170793623229851
42672	0.167394852999824
42723	0.543075512267083
42766	0.200746715304328
42811	0.0830211516382371
42869	0.438398513611783
28480	0.166449475859688
31038	-0.0892281842106778
42450	0.0294407595837301
42498	-0.0989746756305324
42542	0.458171963700152
42580	-0.000289090719625325
42627	0.431168606941035
42676	0.467037318704966
42728	0.0779797496959786
42772	0.0917774239091943
42818	0.407711074280951
42874	0.268176201021914
28884	0.195806776858709
31436	0.208696496824672
42457	-0.0571580229474388
42505	0.303679474037459
42547	0.388751494403944
42588	0.389286059860154
42633	0.0955139227887605
42688	0.229317820779171
42732	0.100366283669449
42776	0.718076271156447
42825	0.994712512167939
42887	0.287575379452655
42923	0.308787483265474
42969	-0.0279269329022106
43008	0.468462926160046
28302	0.717239503900363
11221	0.473529421352853
14304	0.320857165774563
17528	0.17087008084263
27855	0.605612665076522
42445	0.752622297764518
42606	0.703454937964241
42752	0.78424832928527
42868	0.394810475056576
42928	0.0259254725030252
42974	0.691131557773058
43011	0.475174979223372
42487	0.179499165049776
11229	0.149231931065588
17273	0.10316898590159
17597	0.85909151428275
28309	0.520532953086713
42456	-0.220948193464223
42625	0.137078937828968
42770	0.49758513322914
42878	0.655099647526409
42934	0.255337922486193
17751	0.306625985548523
43014	0.282459335335072
42526	0.538552674706312
11235	0.724937023144827
17291	0.452189200354191
17620	0.0124003524067524
28505	-0.0756601567186308
42471	0.365528779411129
42637	-0.0812788290695978
42799	0.270660751900213
42884	-0.00755831570787548
42942	0.150939441654446
19602	0.230542931392247
5560	0.709391203858233
42720	0.124911856328274
11247	0.0560537789675717
17316	-0.0543664460822701
17639	0.062770680983144
28769	-0.214462248318914
42494	-0.135598155969443
42658	0.178410312079815
42805	-0.0675954886026254
42893	0.69559531347443
42966	-0.0293942988836463
42669	0.28399518852477
32812	0.0815095455015383
27821	-0.0379773724343116
11262	0.560524682929129
42722	-0.0524273649517817
29544	-0.0829778140807095
26160	0.0615713872741971
11271	0.265163360751008
42864	0.872169724856219
13417	0.221933652204171
14294	0.208249797190148
42907	0.140100143396082
28444	-0.161321385228698
3980	0.168230735217303
10975	0.573945394541153
11097	0.2135029248118
19005	0.445820926208787
13137	0.941975428360174
17299	-0.152171923501811
17460	0.205844738910313
17567	0.219610322305105
17655	0.39540289731886
17878	0.167186366014966
19585	0.218230711370293
5250	0.487847144414388
10985	0.264316630197244
11040	0.528730951573595
11105	0.222027325040778
11279	1.24309595306876
13147	0.0591547561078808
17315	-0.0536830442282656
17482	0.151643934932705
17573	0.454788333708064
17676	0.175911109156738
17886	-0.191115589984511
19595	0.0780609167392585
9938	0.185702506995451
10990	-0.0280667519978376
11045	0.435107825265174
11114	0.165293340170144
11169	-0.143391638173519
13175	0.376171786600092
17332	0.114265502178227
17493	0.188982324321756
17589	0.298172449951134
17810	-0.00602342662183911
17902	-0.233122981431517
21702	0.00467978266759078
10618	0.381903076379391
10998	0.18218639964216
11058	-0.122285614260146
11128	0.0716597273896038
11177	0.636873408193573
13183	0.0804305925815384
17349	0.377249762207354
17507	0.202364760781417
17596	0.276707297986891
17822	0.0150253083604817
17922	0.0724844178202006
27378	0.26146322248306
28009	0.0213644622695631
30442	0.219730785980511
33596	0.118408012507114
42484	-0.185210934455675
42532	0.1971797071681
42569	0.166050121270323
42614	0.503323054005942
42662	0.207795798172786
42715	0.10650107563109
42758	0.597015528893513
42802	0.342435171618177
42857	0.088413009726725
28191	0.0988065204279446
30716	0.31350685342609
33902	0.278216554926292
42491	-0.00644525306027117
42537	1.00504622690018
42573	0.0434490026581915
42618	0.0990814937999825
42671	0.433635815849549
42719	-0.0593983588614724
42762	0.623422704873558
42810	0.206531644235437
42866	0.889838874226744
28396	0.000364921615624742
31026	0.451178425994346
42447	-0.117859731383719
